marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__acionam_do_comando,geral__regime_potencia_max,geral__regime_torque_max,geral__marchas,geral__diametro_de_giro,geral__codigo_do_motor,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__codigo_do_cambio,geral__bitola_dianteira,geral__bitola_traseira,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__cilindrada_unitaria,geral__deslocamento,geral__potencia,geral__torque,geral__carga_util,geral__reboque_com_freio,geral__reboque_sem_freio,geral__variacao_do_comando,geral__rotacao_maxima,geral__altura_minima_do_solo,geral__travessia_de_agua,geral__estepe,geral__autonomia,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__potencia_combinada,geral__torque_combinado,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__frenagem_1000_kmh,geral__potencia_de_recarga,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__autonomia_eletrica,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__tuchos,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares
volvo,Xc60,xc60,xc60-r-design-t8-2-0-2021,xc60-r-design-t8-2-0-2021,https://www.fichacompleta.com.br/carros/volvo/xc60-r-design-t8-2-0-2021,2026-06-18T22:11:59.973713,Volvo Xc60 R-Design T8 2.0 2021,"5,3 s",230 km/h,Conversor de torque,Automático,8,Integral sob demanda,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,Duplo no cabeçote,,,Transversal,Dianteiro,"6,8 kg/cv","53,3 kg/kgfm","162,5 cv/litro",320 cv a 5700 rpm,"10,3:1","20,7 kgfm/litro","40,8 kgfm a 2200 rpm",4,1658 mm,4688 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,102 mm,Disco ventilado,Disco ventilado,Elétrica,"11,4 m","Independente, braços sobrepostos",Mola parabólica de lâmina única,"Independente, multibraço",,,,,,,,,,B4204T35,,,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²",,,"0,32",,,87 cv (traseiro),"24,5 kgfm (traseiro)",585 kg,2100 kg,750 kg,,,,400 mm,,,"10,4 kWh",,407 cv,"65,3 kgfm","20,8 graus","23,1 graus","25,5 graus",,,,,"93,2 mm",82 mm,45 km,1400 km,1344 km,20 km/l,"19,2 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-inscription-expression-t8-2-0-2022,xc60-inscription-expression-t8-2-0-2022,https://www.fichacompleta.com.br/carros/volvo/xc60-inscription-expression-t8-2-0-2022,2026-06-18T22:12:02.653743,Volvo Xc60 Inscription Expression T8 2.0 2022,"5,3 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"6,8 kg/cv","53,3 kg/kgfm","162,5 cv/litro",,"10,3:1","20,7 kgfm/litro",,4,1658 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,129 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,,,8,"11,4 m",B4204T35,5700 rpm,2200 rpm,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,,,87 cv (traseiro),"24,5 kgfm (traseiro)",585 kg,2100 kg,750 kg,Admissão e escape,6000 rpm,216 mm,400 mm,Kit de reparo e enchimento,,"11,6 kWh",,407 cv,"65,3 kgfm","20,8 graus","23,1 graus","25,5 graus",36 m,,,,,,45 km,1400 km,1344 km,20 km/l,"19,2 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-inscription-expression-t8-2-0-2022-eletricidade-gasolina,xc60-inscription-expression-t8-2-0-2022-eletricidade-gasolina,https://www.fichacompleta.com.br/carros/volvo/xc60-inscription-expression-t8-2-0-2022-eletricidade-gasolina,2026-06-18T22:12:06.246113,Volvo Xc60 Inscription Expression T8 2.0 2022,"4,9 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor,,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,01 kg/cv","53,3 kg/kgfm","157,4 cv/litro",310 cv,"10,3:1","20,7 kgfm/litro","40,8 kgfm",4,1651 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,129 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,6000 rpm,2200 rpm,8,"11,4 m",B4204T56,,,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,492 cm³,1969 cm³,145 cv (traseiro),"31,5 kgfm (traseiro)",585 kg,2250 kg,750 kg,Admissão e escape,6000 rpm,200 mm,,Kit de reparo e enchimento,,"18,8 kWh",20 kWh/100 km,455 cv,"72,3 kgfm","20,8 graus","21,2 graus","23,4 graus",36 m,,,,,,78 km,1701 km,1869 km,"24,3 km/l","26,7 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-inscription-t8-2-0-2022,xc60-inscription-t8-2-0-2022,https://www.fichacompleta.com.br/carros/volvo/xc60-inscription-t8-2-0-2022,2026-06-18T22:12:08.932886,Volvo Xc60 Inscription T8 2.0 2022,"5,3 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"6,8 kg/cv","53,3 kg/kgfm","162,5 cv/litro",,"10,3:1","20,7 kgfm/litro",,4,1658 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,115 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,,,8,"11,4 m",B4204T35,5700 rpm,2200 rpm,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,,,87 cv (traseiro),"24,5 kgfm (traseiro)",585 kg,2100 kg,750 kg,Admissão e escape,6000 rpm,216 mm,400 mm,Kit de reparo e enchimento,,"11,6 kWh",,407 cv,"65,3 kgfm","20,8 graus","23,1 graus","25,5 graus",36 m,,,,,,45 km,1400 km,1344 km,20 km/l,"19,2 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-inscription-t8-2-0-2022-eletricidade-gasolina,xc60-inscription-t8-2-0-2022-eletricidade-gasolina,https://www.fichacompleta.com.br/carros/volvo/xc60-inscription-t8-2-0-2022-eletricidade-gasolina,2026-06-18T22:12:11.469634,Volvo Xc60 Inscription T8 2.0 2022,"4,9 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor,,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,01 kg/cv","53,3 kg/kgfm","157,4 cv/litro",310 cv,"10,3:1","20,7 kgfm/litro","40,8 kgfm",4,1651 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,115 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,6000 rpm,2200 rpm,8,"11,4 m",B4204T56,,,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,492 cm³,1969 cm³,145 cv (traseiro),"31,5 kgfm (traseiro)",585 kg,2250 kg,750 kg,Admissão e escape,6000 rpm,200 mm,,Kit de reparo e enchimento,,"18,8 kWh",20 kWh/100 km,455 cv,"72,3 kgfm","20,8 graus","21,2 graus","23,4 graus",36 m,,,,,,78 km,1701 km,1869 km,"24,3 km/l","26,7 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-polestar-engineered-t8-2-0-2022-eletricidade-gasolina,xc60-polestar-engineered-t8-2-0-2022-eletricidade-gasolina,https://www.fichacompleta.com.br/carros/volvo/xc60-polestar-engineered-t8-2-0-2022-eletricidade-gasolina,2026-06-18T22:12:14.528132,Volvo Xc60 Polestar Engineered T8 2.0 2022,"4,9 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor,,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,01 kg/cv","53,3 kg/kgfm","157,4 cv/litro",310 cv,"10,3:1","20,7 kgfm/litro","40,8 kgfm",4,1651 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,93 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,6000 rpm,2200 rpm,8,"11,4 m",B4204T56,,,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,492 cm³,1969 cm³,145 cv (traseiro),"31,5 kgfm (traseiro)",585 kg,2250 kg,750 kg,Admissão e escape,6000 rpm,200 mm,,Kit de reparo e enchimento,,"18,8 kWh",20 kWh/100 km,455 cv,"72,3 kgfm","20,8 graus","21,2 graus","23,4 graus",36 m,,,,,,78 km,1701 km,1869 km,"24,3 km/l","26,7 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-polestar-engineered-t8-2-0-2022,xc60-polestar-engineered-t8-2-0-2022,https://www.fichacompleta.com.br/carros/volvo/xc60-polestar-engineered-t8-2-0-2022,2026-06-18T22:12:19.339615,Volvo Xc60 Polestar Engineered T8 2.0 2022,"5,3 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"6,8 kg/cv","53,3 kg/kgfm","162,5 cv/litro",,"10,3:1","20,7 kgfm/litro",,4,1658 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,93 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,,,8,"11,4 m",B4204T35,5700 rpm,2200 rpm,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,,,87 cv (traseiro),"24,5 kgfm (traseiro)",585 kg,2100 kg,750 kg,Admissão e escape,6000 rpm,216 mm,400 mm,Kit de reparo e enchimento,,"11,6 kWh",,407 cv,"65,3 kgfm","20,8 graus","23,1 graus","25,5 graus",36 m,,,,,,45 km,1400 km,1344 km,20 km/l,"19,2 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-r-design-t8-2-0-2022-gasolina-eletricidade,xc60-r-design-t8-2-0-2022-gasolina-eletricidade,https://www.fichacompleta.com.br/carros/volvo/xc60-r-design-t8-2-0-2022-gasolina-eletricidade,2026-06-18T22:12:23.494193,Volvo Xc60 R-Design T8 2.0 2022,"4,9 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor,,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,01 kg/cv","53,3 kg/kgfm","157,4 cv/litro",310 cv,"10,3:1","20,7 kgfm/litro","40,8 kgfm",4,1651 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,102 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,6000 rpm,2200 rpm,8,"11,4 m",B4204T56,,,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,492 cm³,1969 cm³,145 cv (traseiro),"31,5 kgfm (traseiro)",585 kg,2250 kg,750 kg,Admissão e escape,6000 rpm,200 mm,,Kit de reparo e enchimento,,"18,8 kWh",20 kWh/100 km,455 cv,"72,3 kgfm","20,8 graus","21,2 graus","23,4 graus",36 m,,,,,,78 km,1701 km,1869 km,"24,3 km/l","26,7 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-r-design-t8-2-0-2022,xc60-r-design-t8-2-0-2022,https://www.fichacompleta.com.br/carros/volvo/xc60-r-design-t8-2-0-2022,2026-06-18T22:12:49.761738,Volvo Xc60 R-Design T8 2.0 2022,"5,3 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"6,8 kg/cv","53,3 kg/kgfm","162,5 cv/litro",,"10,3:1","20,7 kgfm/litro",,4,1658 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,102 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,,,8,"11,4 m",B4204T35,5700 rpm,2200 rpm,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,,,87 cv (traseiro),"24,5 kgfm (traseiro)",585 kg,2100 kg,750 kg,Admissão e escape,6000 rpm,216 mm,400 mm,Kit de reparo e enchimento,,"11,6 kWh",,407 cv,"65,3 kgfm","20,8 graus","23,1 graus","25,5 graus",36 m,,,,,,45 km,1400 km,1344 km,20 km/l,"19,2 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-plus-t8-2-0-2023,xc60-plus-t8-2-0-2023,https://www.fichacompleta.com.br/carros/volvo/xc60-plus-t8-2-0-2023,2026-06-18T22:12:54.699396,Volvo Xc60 Plus T8 2.0 2023,"4,9 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor,,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,01 kg/cv","53,3 kg/kgfm","157,4 cv/litro",310 cv,"10,3:1","20,7 kgfm/litro","40,8 kgfm",4,1651 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,129 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,6000 rpm,2200 rpm,8,"11,4 m",B4204T56,,,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,492 cm³,1969 cm³,145 cv (traseiro),"31,5 kgfm (traseiro)",585 kg,2250 kg,750 kg,Admissão e escape,6000 rpm,200 mm,,Kit de reparo e enchimento,,"18,8 kWh",20 kWh/100 km,455 cv,"72,3 kgfm","20,8 graus","21,2 graus","23,4 graus",36 m,,,,,,55 km,784 km,777 km,"11,2 km/l","11,1 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-polestar-engineered-t8-2-0-2023,xc60-polestar-engineered-t8-2-0-2023,https://www.fichacompleta.com.br/carros/volvo/xc60-polestar-engineered-t8-2-0-2023,2026-06-18T22:12:59.574375,Volvo Xc60 Polestar Engineered T8 2.0 2023,"4,9 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor,,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,01 kg/cv","53,3 kg/kgfm","157,4 cv/litro",310 cv,"10,3:1","20,7 kgfm/litro","40,8 kgfm",4,1651 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,93 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,6000 rpm,2200 rpm,8,"11,4 m",B4204T56,,,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,492 cm³,1969 cm³,145 cv (traseiro),"31,5 kgfm (traseiro)",585 kg,2250 kg,750 kg,Admissão e escape,6000 rpm,200 mm,,Kit de reparo e enchimento,,"18,8 kWh",20 kWh/100 km,455 cv,"72,3 kgfm","20,8 graus","21,2 graus","23,4 graus",36 m,,,,,,55 km,784 km,777 km,"11,2 km/l","11,1 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-ultimate-dark-t8-2-0-2023,xc60-ultimate-dark-t8-2-0-2023,https://www.fichacompleta.com.br/carros/volvo/xc60-ultimate-dark-t8-2-0-2023,2026-06-18T22:13:03.743231,Volvo Xc60 Ultimate Dark T8 2.0 2023,"4,9 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor,,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,01 kg/cv","53,3 kg/kgfm","157,4 cv/litro",310 cv,"10,3:1","20,7 kgfm/litro","40,8 kgfm",4,1651 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,102 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,6000 rpm,2200 rpm,8,"11,4 m",B4204T56,,,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,492 cm³,1969 cm³,145 cv (traseiro),"31,5 kgfm (traseiro)",585 kg,2250 kg,750 kg,Admissão e escape,6000 rpm,200 mm,,Kit de reparo e enchimento,,"18,8 kWh",20 kWh/100 km,455 cv,"72,3 kgfm","20,8 graus","21,2 graus","23,4 graus",36 m,,,,,,55 km,784 km,777 km,"11,2 km/l","11,1 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-ultimate-t8-2-0-2023,xc60-ultimate-t8-2-0-2023,https://www.fichacompleta.com.br/carros/volvo/xc60-ultimate-t8-2-0-2023,2026-06-18T22:13:08.090824,Volvo Xc60 Ultimate T8 2.0 2023,"4,9 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor,,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,01 kg/cv","53,3 kg/kgfm","157,4 cv/litro",310 cv,"10,3:1","20,7 kgfm/litro","40,8 kgfm",4,1651 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,115 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,6000 rpm,2200 rpm,8,"11,4 m",B4204T56,,,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,492 cm³,1969 cm³,145 cv (traseiro),"31,5 kgfm (traseiro)",585 kg,2250 kg,750 kg,Admissão e escape,6000 rpm,200 mm,,Kit de reparo e enchimento,,"18,8 kWh",20 kWh/100 km,455 cv,"72,3 kgfm","20,8 graus","21,2 graus","23,4 graus",36 m,,,,,,55 km,784 km,777 km,"11,2 km/l","11,1 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-plus-t8-2-0-2024,xc60-plus-t8-2-0-2024,https://www.fichacompleta.com.br/carros/volvo/xc60-plus-t8-2-0-2024,2026-06-18T22:13:11.780023,Volvo Xc60 Plus T8 2.0 2024,"4,8 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor,,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,01 kg/cv","53,3 kg/kgfm","157,4 cv/litro",310 cv,"10,3:1","20,7 kgfm/litro","40,8 kgfm",4,1651 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,129 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,6000 rpm,2200 rpm,8,"11,4 m",B4204T56,,,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,492 cm³,1969 cm³,145 cv (traseiro),"31,5 kgfm (traseiro)",585 kg,2250 kg,750 kg,Admissão e escape,6000 rpm,200 mm,,Kit de reparo e enchimento,,"18,8 kWh",20 kWh/100 km,462 cv,"72,3 kgfm","20,8 graus","21,2 graus","23,4 graus",36 m,,,,,,55 km,784 km,777 km,"11,2 km/l","11,1 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-polestar-engineered-t8-2-0-2024,xc60-polestar-engineered-t8-2-0-2024,https://www.fichacompleta.com.br/carros/volvo/xc60-polestar-engineered-t8-2-0-2024,2026-06-18T22:13:15.085964,Volvo Xc60 Polestar Engineered T8 2.0 2024,"4,8 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor,,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,01 kg/cv","53,3 kg/kgfm","157,4 cv/litro",310 cv,"10,3:1","20,7 kgfm/litro","40,8 kgfm",4,1651 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,93 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,6000 rpm,2200 rpm,8,"11,4 m",B4204T56,,,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,492 cm³,1969 cm³,145 cv (traseiro),"31,5 kgfm (traseiro)",585 kg,2250 kg,750 kg,Admissão e escape,6000 rpm,200 mm,,Kit de reparo e enchimento,,"18,8 kWh",20 kWh/100 km,462 cv,"72,3 kgfm","20,8 graus","21,2 graus","23,4 graus",36 m,,,,,,55 km,784 km,777 km,"11,2 km/l","11,1 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-ultimate-dark-t8-2-0-2024,xc60-ultimate-dark-t8-2-0-2024,https://www.fichacompleta.com.br/carros/volvo/xc60-ultimate-dark-t8-2-0-2024,2026-06-18T22:13:17.974649,Volvo Xc60 Ultimate Dark T8 2.0 2024,"4,8 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor,,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,01 kg/cv","53,3 kg/kgfm","157,4 cv/litro",310 cv,"10,3:1","20,7 kgfm/litro","40,8 kgfm",4,1651 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,102 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,6000 rpm,2200 rpm,8,"11,4 m",B4204T56,,,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,492 cm³,1969 cm³,145 cv (traseiro),"31,5 kgfm (traseiro)",585 kg,2250 kg,750 kg,Admissão e escape,6000 rpm,200 mm,,Kit de reparo e enchimento,,"18,8 kWh",20 kWh/100 km,462 cv,"72,3 kgfm","20,8 graus","21,2 graus","23,4 graus",36 m,,,,,,55 km,784 km,777 km,"11,2 km/l","11,1 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-ultimate-t8-2-0-2024,xc60-ultimate-t8-2-0-2024,https://www.fichacompleta.com.br/carros/volvo/xc60-ultimate-t8-2-0-2024,2026-06-18T22:13:22.150277,Volvo Xc60 Ultimate T8 2.0 2024,"4,8 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor,,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,01 kg/cv","53,3 kg/kgfm","157,4 cv/litro",310 cv,"10,3:1","20,7 kgfm/litro","40,8 kgfm",4,1651 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,115 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,6000 rpm,2200 rpm,8,"11,4 m",B4204T56,,,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,492 cm³,1969 cm³,145 cv (traseiro),"31,5 kgfm (traseiro)",585 kg,2250 kg,750 kg,Admissão e escape,6000 rpm,200 mm,,Kit de reparo e enchimento,,"18,8 kWh",20 kWh/100 km,462 cv,"72,3 kgfm","20,8 graus","21,2 graus","23,4 graus",36 m,,,,,,55 km,784 km,777 km,"11,2 km/l","11,1 km/l",,,,,,,,,
volvo,Xc60,xc60,xc60-plus-t8-2-0-2025,xc60-plus-t8-2-0-2025,https://www.fichacompleta.com.br/carros/volvo/xc60-plus-t8-2-0-2025,2026-06-18T22:13:25.864429,Volvo Xc60 Plus T8 2.0 2025,"4,8 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor,,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,01 kg/cv","53,3 kg/kgfm","157,4 cv/litro",310 cv,"10,3:1","20,7 kgfm/litro","40,8 kgfm",4,1651 mm,4708 mm,2865 mm,1902 mm,2174 kg,468 litros,70 litros,129 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,Correia dentada,6000 rpm,2200 rpm,8,"11,4 m",B4204T56,,,Aisin AW TG-81SD,1655 mm,1659 mm,"2,61 m²","0,835 m²","0,32",,492 cm³,1969 cm³,145 cv (traseiro),"31,5 kgfm (traseiro)",585 kg,2250 kg,750 kg,Admissão e escape,6000 rpm,200 mm,,Kit de reparo,,"18,8 kWh",20 kWh/100 km,462 cv,"72,3 kgfm","20,8 graus","21,2 graus","23,4 graus",36 m,,,,,,55 km,784 km,777 km,"11,2 km/l","11,1 km/l",,,,,,,,,
