marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__acionam_do_comando,geral__regime_potencia_max,geral__regime_torque_max,geral__marchas,geral__diametro_de_giro,geral__codigo_do_motor,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__codigo_do_cambio,geral__bitola_dianteira,geral__bitola_traseira,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__cilindrada_unitaria,geral__deslocamento,geral__potencia,geral__torque,geral__carga_util,geral__reboque_com_freio,geral__reboque_sem_freio,geral__variacao_do_comando,geral__rotacao_maxima,geral__altura_minima_do_solo,geral__travessia_de_agua,geral__estepe,geral__autonomia,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__potencia_combinada,geral__torque_combinado,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__frenagem_1000_kmh,geral__potencia_de_recarga,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__autonomia_eletrica,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__tuchos,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares
volvo,S60,s60,s60-kinetic-t5-2-0-2016,s60-kinetic-t5-2-0-2016,https://www.fichacompleta.com.br/carros/volvo/s60-kinetic-t5-2-0-2016,2026-06-18T18:39:34.166072,Volvo S60 Kinetic T5 2.0 2016,"6,3 s",230 km/h,Conversor de torque,Automático,8,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"6,8 kg/cv","46,6 kg/kgfm","124,4 cv/litro",245 cv a 5500 rpm,"10,8:1","18,1 kgfm/litro","35,7 kgfm a 1500 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1664 kg,380 litros,67 litros,108 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",784 km,563 km,"11,7 km/l","8,4 km/l",,,,,,B4204T11,,,Aisin AW TG-81SC,1578 mm,1575 mm,"2,27 m²","0,636 m²",,"0,28",,,,,406 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,S60,s60,s60-momentum-t5-2-0-2016,s60-momentum-t5-2-0-2016,https://www.fichacompleta.com.br/carros/volvo/s60-momentum-t5-2-0-2016,2026-06-18T18:39:37.760211,Volvo S60 Momentum T5 2.0 2016,"6,3 s",230 km/h,Conversor de torque,Automático,8,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"6,8 kg/cv","46,6 kg/kgfm","124,4 cv/litro",245 cv a 5500 rpm,"10,8:1","18,1 kgfm/litro","35,7 kgfm a 1500 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1664 kg,380 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",784 km,563 km,"11,7 km/l","8,4 km/l",,,,,,B4204T11,,,Aisin AW TG-81SC,1578 mm,1575 mm,"2,27 m²","0,636 m²",,"0,28",,,,,406 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,S60,s60,s60-r-design-t6-2-0-2016,s60-r-design-t6-2-0-2016,https://www.fichacompleta.com.br/carros/volvo/s60-r-design-t6-2-0-2016,2026-06-18T18:39:40.429161,Volvo S60 R-Design T6 2.0 2016,"5,9 s",250 km/h,Conversor de torque,Automático,8,Dianteira,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"5,5 kg/cv","41,3 kg/kgfm","155,4 cv/litro",306 cv a 5700 rpm,"10,3:1","20,7 kgfm/litro","40,8 kgfm a 2100 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1687 kg,380 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Eletro-hidráulica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",757 km,556 km,"11,3 km/l","8,3 km/l",,,,,,B4204T9,,,Aisin AW TG-81SC,1588 mm,1585 mm,"2,27 m²","0,636 m²",,"0,28",,,,,383 kg,1800 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,S60,s60,s60-kinetic-t4-2-0-2017,s60-kinetic-t4-2-0-2017,https://www.fichacompleta.com.br/carros/volvo/s60-kinetic-t4-2-0-2017,2026-06-18T18:39:44.791543,Volvo S60 Kinetic T4 2.0 2017,"7,2 s",230 km/h,Conversor de torque,Automático,6,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"8,8 kg/cv","54,4 kg/kgfm","96,5 cv/litro",190 cv a 4700 rpm,"11,3:1","15,5 kgfm/litro","30,6 kgfm a 1500 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1664 kg,380 litros,67 litros,108 mm,Disco ventilado,Disco ventilado,Elétrica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",844 km,704 km,"12,6 km/l","10,5 km/l",,,,,,B4204T19,,,Aisin TF-80SC,1578 mm,1575 mm,"2,27 m²","0,636 m²",,"0,28",,,,,406 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,S60,s60,s60-momentum-t4-2-0-2017-gasolina,s60-momentum-t4-2-0-2017-gasolina,https://www.fichacompleta.com.br/carros/volvo/s60-momentum-t4-2-0-2017-gasolina,2026-06-18T18:39:47.491531,Volvo S60 Momentum T4 2.0 2017,"7,2 s",230 km/h,Conversor de torque,Automático,,Dianteira,Injeção direta,Turbocompressor,,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"8,76 kg/cv","54,4 kg/kgfm","96,5 cv/litro",190 cv,"11,3:1","15,5 kgfm/litro","30,6 kgfm",4,1484 mm,4635 mm,2776 mm,1825 mm,1664 kg,380 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",844 km,704 km,"12,6 km/l","10,5 km/l",Correia dentada,4700 rpm,1500 rpm,6,"11,3 m",B4204T19,,,Aisin TF-80SC,1578 mm,1575 mm,"2,27 m²","0,636 m²","0,28",,492 cm³,1969 cm³,,,406 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,Kit de reparo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,S60,s60,s60-momentum-t4-2-0-2017,s60-momentum-t4-2-0-2017,https://www.fichacompleta.com.br/carros/volvo/s60-momentum-t4-2-0-2017,2026-06-18T18:39:51.761911,Volvo S60 Momentum T4 2.0 2017,"7,2 s",230 km/h,Conversor de torque,Automático,6,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"8,8 kg/cv","54,4 kg/kgfm","96,5 cv/litro",190 cv a 4700 rpm,"11,3:1","15,5 kgfm/litro","30,6 kgfm a 1500 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1664 kg,380 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Elétrica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",844 km,704 km,"12,6 km/l","10,5 km/l",,,,,,B4204T19,,,Aisin TF-80SC,1578 mm,1575 mm,"2,27 m²","0,636 m²",,"0,28",,,,,406 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,S60,s60,s60-r-design-t6-2-0-2017,s60-r-design-t6-2-0-2017,https://www.fichacompleta.com.br/carros/volvo/s60-r-design-t6-2-0-2017,2026-06-18T18:39:54.652044,Volvo S60 R-Design T6 2.0 2017,"5,9 s",250 km/h,Conversor de torque,Automático,8,Dianteira,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"5,5 kg/cv","41,3 kg/kgfm","155,4 cv/litro",306 cv a 5700 rpm,"10,3:1","20,7 kgfm/litro","40,8 kgfm a 2100 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1687 kg,380 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Elétrica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",757 km,556 km,"11,3 km/l","8,3 km/l",,,,,,B4204T9,,,Aisin AW TG-81SC,1588 mm,1585 mm,"2,27 m²","0,636 m²",,"0,28",,,,,383 kg,1800 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,S60,s60,s60-kinetic-t4-2-0-2018,s60-kinetic-t4-2-0-2018,https://www.fichacompleta.com.br/carros/volvo/s60-kinetic-t4-2-0-2018,2026-06-18T18:39:57.548597,Volvo S60 Kinetic T4 2.0 2018,"7,2 s",230 km/h,Conversor de torque,Automático,6,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"8,8 kg/cv","54,4 kg/kgfm","96,5 cv/litro",190 cv a 4700 rpm,"11,3:1","15,5 kgfm/litro","30,6 kgfm a 1500 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1664 kg,380 litros,67 litros,108 mm,Disco ventilado,Disco ventilado,Elétrica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",804 km,630 km,12 km/l,"9,4 km/l",,,,,,B4204T19,,,Aisin TF-80SC,1578 mm,1575 mm,"2,27 m²","0,636 m²",,"0,28",,,,,406 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,S60,s60,s60-momentum-t4-2-0-2018,s60-momentum-t4-2-0-2018,https://www.fichacompleta.com.br/carros/volvo/s60-momentum-t4-2-0-2018,2026-06-18T18:40:00.569983,Volvo S60 Momentum T4 2.0 2018,"7,2 s",230 km/h,Conversor de torque,Automático,6,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"8,8 kg/cv","54,4 kg/kgfm","96,5 cv/litro",190 cv a 4700 rpm,"11,3:1","15,5 kgfm/litro","30,6 kgfm a 1500 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1664 kg,380 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Elétrica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",804 km,630 km,12 km/l,"9,4 km/l",,,,,,B4204T19,,,Aisin TF-80SC,1578 mm,1575 mm,"2,27 m²","0,636 m²",,"0,28",,,,,406 kg,1600 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,S60,s60,s60-r-design-t6-2-0-2018,s60-r-design-t6-2-0-2018,https://www.fichacompleta.com.br/carros/volvo/s60-r-design-t6-2-0-2018,2026-06-18T18:40:02.957824,Volvo S60 R-Design T6 2.0 2018,"5,9 s",250 km/h,Conversor de torque,Automático,8,Dianteira,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,"Duplo no cabeçote, correia dentada","93,2 mm",82 mm,Transversal,Dianteiro,"5,5 kg/cv","41,3 kg/kgfm","155,4 cv/litro",306 cv a 5700 rpm,"10,3:1","20,7 kgfm/litro","40,8 kgfm a 2100 rpm",4,1484 mm,4635 mm,2776 mm,1825 mm,1687 kg,380 litros,67 litros,94 mm,Disco ventilado,Disco ventilado,Elétrica,"11,3 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",804 km,630 km,12 km/l,"9,4 km/l",,,,,,B4204T9,,,Aisin AW TG-81SC,1588 mm,1585 mm,"2,27 m²","0,636 m²",,"0,28",,,,,383 kg,1800 kg,750 kg,Admissão e escape,6000 rpm,136 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volvo,S60,s60,s60-inscription-t5-2-0-2020,s60-inscription-t5-2-0-2020,https://www.fichacompleta.com.br/carros/volvo/s60-inscription-t5-2-0-2020,2026-06-18T18:40:06.268811,Volvo S60 Inscription T5 2.0 2020,"6,5 s",240 km/h,Conversor de torque,Automático,,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"7,3 kg/cv","51,8 kg/kgfm","129,0 cv/litro",254 cv,"10,8:1","18,1 kgfm/litro","35,7 kgfm",4,1431 mm,4761 mm,2872 mm,1850 mm,1850 kg,442 litros,55 litros,94 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",638 km,495 km,"11,6 km/l",9 km/l,Correia dentada,5500 rpm,1500 rpm,8,"11,3 m",B4204T26,,,Aisin AW TG-81SC,1600 mm,1600 mm,"2,22 m²","0,599 m²","0,27",,,,,,500 kg,1800 kg,750 kg,Admissão e escape,6000 rpm,142 mm,,125/80 R17,,,,,,,,,35 m,,,,,,,,,,,,,,,,,,,
volvo,S60,s60,s60-momentum-t4-2-0-2020,s60-momentum-t4-2-0-2020,https://www.fichacompleta.com.br/carros/volvo/s60-momentum-t4-2-0-2020,2026-06-18T18:40:10.825755,Volvo S60 Momentum T4 2.0 2020,"7,1 s",220 km/h,Conversor de torque,Automático,,Dianteira,Injeção direta,Turbocompressor,1969 cm³,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"9,4 kg/cv","58,2 kg/kgfm","96,5 cv/litro",190 cv,"10,8:1","15,5 kgfm/litro","30,6 kgfm",4,1431 mm,4761 mm,2872 mm,1850 mm,1780 kg,442 litros,55 litros,106 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",644 km,506 km,"11,7 km/l","9,2 km/l",,5000 rpm,1500 rpm,8,"11,3 m",B4204T31,,,Aisin AW TG-81SC,1600 mm,1600 mm,"2,22 m²","0,599 m²","0,27",,,,,,540 kg,1800 kg,750 kg,,6000 rpm,142 mm,,125/80 R17,,,,,,,,,35 m,,,,,,,,,,,,,,,,,,,
volvo,S60,s60,s60-polestar-engineered-t8-2-0-2020,s60-polestar-engineered-t8-2-0-2020,https://www.fichacompleta.com.br/carros/volvo/s60-polestar-engineered-t8-2-0-2020,2026-06-18T18:40:15.116433,Volvo S60 Polestar Engineered T8 2.0 2020,"4,4 s",250 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção direta,Turbocompressor e compressor,1969 cm³,4 em linha,Duplo no cabeçote,"93,2 mm",82 mm,Transversal,Dianteiro,"6,4 kg/cv","50,4 kg/kgfm","162,5 cv/litro",320 cv,"10,3:1","20,7 kgfm/litro","40,8 kgfm",4,1431 mm,4761 mm,2872 mm,1850 mm,2055 kg,442 litros,60 litros,94 mm,Disco ventilado,Disco ventilado,Elétrica,,"Indep., braços sobrepostos",Mola parabólica de lâmina única,"Indep., multibraço",,,,,,6000 rpm,2200 rpm,8,"11,3 m",B4204T48,,,Aisin AW TG-81SD,1600 mm,1600 mm,"2,22 m²","0,599 m²","0,27",,,,87 cv (traseiro),"24,5 kgfm (traseiro)",445 kg,2000 kg,750 kg,,6000 rpm,142 mm,,125/80 R17,,"11,6 kWh",,407 cv,"65,3 kgfm",,,,35 m,,,,,,40 km,1350 km,1314 km,"22,5 km/l","21,9 km/l",,,,,,,,,
