marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__marchas,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__assistencia,geral__diametro_de_giro,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__acionam_do_comando,geral__cilindrada_unitaria,geral__codigo_do_motor,geral__deslocamento,geral__regime_potencia_max,geral__regime_torque_max,geral__tuchos,geral__altura_minima_do_solo,geral__potencia,geral__torque,geral__variacao_do_comando,geral__codigo_do_cambio,geral__rotacao_maxima,geral__estepe,geral__reboque_com_freio,geral__reboque_sem_freio,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__frenagem_1000_kmh,geral__angulo_central,geral__autonomia,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__potencia_combinada,geral__torque_combinado,geral__potencia_de_recarga,geral__rampa_maxima,geral__travessia_de_agua,geral__autonomia_eletrica,geral__veloc_max_modo_elet,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d
audi,Rs 3 Sedan,rs-3-sedan,rs-3-sedan-2-5-tfsi-quattro-2018,rs-3-sedan-2-5-tfsi-quattro-2018,https://www.fichacompleta.com.br/carros/audi/rs-3-sedan-2-5-tfsi-quattro-2018,2026-06-18T18:07:39.195852,Audi Rs 3 Sedan 2.5 TFSi Quattro 2018,"4,1 s",280 km/h,Embreagem dupla banhada a óleo,Automatizado,,7,Integral permanente,Injeção direta e indireta multiponto,Turbocompressor,2480 cm³,5 em linha,"Duplo no cabeçote, corrente","92,8 mm","82,5 mm",Transversal,Dianteiro,"3,8 kg/cv","31,0 kg/kgfm","161,3 cv/litro",400 cv a 5850 rpm,10:1,,,"19,7 kgfm/litro","48,9 kgfm a 1700 rpm",4,1397 mm,1559 mm,1528 mm,490 kg,4479 mm,2631 mm,1802 mm,1515 kg,315 litros,55 litros,82 mm,Disco de carbono-cerâmica,Disco ventilado,"2,14 m²","0,710 m²",,"0,332",Elétrica,,"10,9 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",545 km,413 km,"9,9 km/l","7,5 km/l",,,,,EA855,,,,Hidráulicos,,,,Admissão e escape,S-Tronic,7000 rpm,Kit de reparo e enchimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 3 Sedan,rs-3-sedan,rs-3-sedan-2-5-tfsi-quattro-2026,rs-3-sedan-2-5-tfsi-quattro-2026,https://www.fichacompleta.com.br/carros/audi/rs-3-sedan-2-5-tfsi-quattro-2026,2026-06-18T18:07:42.774433,Audi Rs 3 Sedan 2.5 TFSi Quattro 2026,"3,8 s",250 km/h,Embreagem dupla banhada a óleo,Automatizado,7,,Integral permanente,Injeção direta e indireta,Turbocompressor,,5 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Transversal,Dianteiro,"3,91 kg/cv","30,7 kg/kgfm","161,3 cv/litro",400 cv,10:1,,,"20,6 kgfm/litro",51 kgfm,4,1393 mm,1592 mm,1524 mm,490 kg,4533 mm,2631 mm,1851 mm,1565 kg,321 litros,55 litros,86 mm,Disco ventilado,Disco ventilado,"2,19 m²","0,701 m²","0,32",,Elétrica,12 m,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",545 km,413 km,"9,9 km/l","7,5 km/l",,,Corrente,496 cm³,EA855,2480 cm³,5700 rpm,2250 rpm,Hidráulicos,,,,Admissão e escape,S-Tronic,7000 rpm,Kit de reparo,,,,,,,,,,,,,,,"12,3 graus",17 graus,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 3 Sedan,rs-3-sedan,rs-3-sedan-track-2-5-tfsi-quattro-2026,rs-3-sedan-track-2-5-tfsi-quattro-2026,https://www.fichacompleta.com.br/carros/audi/rs-3-sedan-track-2-5-tfsi-quattro-2026,2026-06-18T18:07:45.883766,Audi Rs 3 Sedan Track 2.5 TFSi Quattro 2026,"3,8 s",280 km/h,Embreagem dupla banhada a óleo,Automatizado,7,,Integral permanente,Injeção direta e indireta,Turbocompressor,,5 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Transversal,Dianteiro,"3,91 kg/cv","30,7 kg/kgfm","161,3 cv/litro",400 cv,10:1,,,"20,6 kgfm/litro",51 kgfm,4,1393 mm,1592 mm,1524 mm,490 kg,4533 mm,2631 mm,1851 mm,1565 kg,321 litros,55 litros,86 mm,Disco de carbono-cerâmica,Disco ventilado,"2,19 m²","0,701 m²","0,32",,Elétrica,12 m,,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",545 km,413 km,"9,9 km/l","7,5 km/l",,,Corrente,496 cm³,EA855,2480 cm³,5700 rpm,2250 rpm,Hidráulicos,,,,Admissão e escape,S-Tronic,7000 rpm,Kit de reparo,,,,,,,,,,,,,,,"12,3 graus",17 graus,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 4,rs-4,rs-4-avant-2-7-v6-quattro-2001,rs-4-avant-2-7-v6-quattro-2001,https://www.fichacompleta.com.br/carros/audi/rs-4-avant-2-7-v6-quattro-2001,2026-06-18T18:08:03.397978,Audi Rs 4 Avant 2.7 V6 Quattro 2001,"4,9 s",250 km/h,Embreagem monodisco a seco,Manual,6,6,Integral permanente,Injeção multiponto,Turbocompressor,2671 cm³,6 em V,Duplo no cabeçote,"86,4 mm",81 mm,Longitudinal,Dianteiro,"4,3 kg/cv","36,1 kg/kgfm","142,3 cv/litro",380 cv,9:1,6100 rpm,2500 rpm,"16,8 kgfm/litro","44,9 kgfm",5,1386 mm,,,,4525 mm,2607 mm,1799 mm,1620 kg,390 litros,62 litros,89 mm,Disco ventilado,Disco sólido,,,,,Hidráulica,"11,4 m","11,4 m","Indep., braços sobrepostos",Mola helicoidal,"Indep., braços sobrepostos",496 km,285 km,8 km/l,"4,6 km/l",,,,,,,,,Hidráulicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 4,rs-4,rs-4-avant-4-2-v8-quattro-2013,rs-4-avant-4-2-v8-quattro-2013,https://www.fichacompleta.com.br/carros/audi/rs-4-avant-4-2-v8-quattro-2013,2026-06-18T18:08:06.304038,Audi Rs 4 Avant 4.2 V8 Quattro 2013,"4,7 s",280 km/h,Embreagem dupla banhada a óleo,Automatizado,7,7,Integral permanente,Injeção direta,Natural,4163 cm³,8 em V,Duplo no cabeçote,"92,8 mm","84,5 mm",Longitudinal,Dianteiro,"4,0 kg/cv","40,9 kg/kgfm","108,1 cv/litro",450 cv,11:1,8250 rpm,4000 rpm,"10,5 kgfm/litro","43,85 kgfm",4,1416 mm,1599 mm,1586 mm,570 kg,4719 mm,2811 mm,1850 mm,1795 kg,490 litros,61 litros,93 mm,Disco ventilado,Disco ventilado,"2,23 m²","0,758 m²","0,34","0,34",Elétrica,"11,5 m","11,5 m","Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",445 km,268 km,"7,3 km/l","4,4 km/l",,,Corrente,,,,,,Hidráulicos,,,,Admissão e escape,DL501,8500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 4,rs-4,rs-4-avant-4-2-v8-quattro-2014,rs-4-avant-4-2-v8-quattro-2014,https://www.fichacompleta.com.br/carros/audi/rs-4-avant-4-2-v8-quattro-2014,2026-06-18T18:08:10.266822,Audi Rs 4 Avant 4.2 V8 Quattro 2014,"4,7 s",280 km/h,Embreagem dupla banhada a óleo,Automatizado,,7,Integral permanente,Injeção direta,Natural,4163 cm³,8 em V,"Duplo no cabeçote, corrente","92,8 mm","84,5 mm",Longitudinal,Dianteiro,"4,0 kg/cv","40,9 kg/kgfm","108,1 cv/litro",450 cv a 8250 rpm,11:1,,,"10,5 kgfm/litro","43,85 kgfm a 4000 rpm",4,1416 mm,1599 mm,1586 mm,570 kg,4719 mm,2811 mm,1850 mm,1795 kg,490 litros,61 litros,93 mm,Disco ventilado,Disco ventilado,"2,23 m²","0,758 m²",,"0,34",Elétrica,,"11,5 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",445 km,268 km,"7,3 km/l","4,4 km/l",,,,,,,,,Hidráulicos,,,,Admissão e escape,DSG DL501,8500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 4,rs-4,rs-4-avant-4-2-v8-quattro-2015,rs-4-avant-4-2-v8-quattro-2015,https://www.fichacompleta.com.br/carros/audi/rs-4-avant-4-2-v8-quattro-2015,2026-06-18T18:08:15.077418,Audi Rs 4 Avant 4.2 V8 Quattro 2015,"4,7 s",280 km/h,Embreagem dupla banhada a óleo,Automatizado,,7,Integral permanente,Injeção direta,Natural,4163 cm³,8 em V,"Duplo no cabeçote, corrente","92,8 mm","84,5 mm",Longitudinal,Dianteiro,"4,0 kg/cv","40,9 kg/kgfm","108,1 cv/litro",450 cv a 8250 rpm,11:1,,,"10,5 kgfm/litro","43,85 kgfm a 4000 rpm",4,1416 mm,1599 mm,1586 mm,570 kg,4719 mm,2811 mm,1850 mm,1795 kg,490 litros,61 litros,80 mm,Disco ventilado,Disco ventilado,"2,23 m²","0,758 m²",,"0,34",Elétrica,,"11,5 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",445 km,268 km,"7,3 km/l","4,4 km/l",,,,,,,,,Hidráulicos,,,,Admissão e escape,DSG DL501,8500 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 4,rs-4,rs-4-avant-2-9-v6-tfsi-quattro-2019,rs-4-avant-2-9-v6-tfsi-quattro-2019,https://www.fichacompleta.com.br/carros/audi/rs-4-avant-2-9-v6-tfsi-quattro-2019,2026-06-18T18:08:19.580859,Audi Rs 4 Avant 2.9 V6 TFSi Quattro 2019,"4,1 s",280 km/h,Conversor de torque,Automático,8,,Integral permanente,Injeção direta,Turbocompressor,2894 cm³,6 em V,Duplo no cabeçote,86 mm,"84,5 mm",Longitudinal,Dianteiro,"3,8 kg/cv","28,0 kg/kgfm","155,5 cv/litro",450 cv,10:1,,,"21,1 kgfm/litro","61,2 kgfm",4,1404 mm,1580 mm,1575 mm,590 kg,4781 mm,2820 mm,1866 mm,1715 kg,505 litros,58 litros,83 mm,Disco ventilado,Disco ventilado,,,,,Elétrica,"11,7 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",534 km,412 km,"9,2 km/l","7,1 km/l",,,Corrente,,EA839,,5700 rpm,1900 rpm,Hidráulicos,,,,Admissão e escape,ZF 8HP,6800 rpm,,2100 kg,750 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 4,rs-4,rs-4-avant-2-9-v6-tfsi-quattro-2020,rs-4-avant-2-9-v6-tfsi-quattro-2020,https://www.fichacompleta.com.br/carros/audi/rs-4-avant-2-9-v6-tfsi-quattro-2020,2026-06-18T18:08:23.497972,Audi Rs 4 Avant 2.9 V6 TFSi Quattro 2020,"4,1 s",280 km/h,Conversor de torque,Automático,8,,Integral permanente,Injeção direta,Turbocompressor,2894 cm³,6 em V,Duplo no cabeçote,86 mm,"84,5 mm",Longitudinal,Dianteiro,"3,8 kg/cv","28,0 kg/kgfm","155,5 cv/litro",450 cv,10:1,,,"21,1 kgfm/litro","61,2 kgfm",4,1404 mm,1580 mm,1575 mm,590 kg,4781 mm,2820 mm,1866 mm,1715 kg,505 litros,58 litros,83 mm,Disco ventilado,Disco ventilado,,,,,Elétrica,"11,7 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",534 km,406 km,"9,2 km/l",7 km/l,,,Corrente,,EA839,,5700 rpm,1900 rpm,Hidráulicos,,,,Admissão e escape,ZF 8HP,6800 rpm,,2100 kg,750 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 5,rs-5,rs-5-4-2-v8-quattro-s-tronic-2011,rs-5-4-2-v8-quattro-s-tronic-2011,https://www.fichacompleta.com.br/carros/audi/rs-5-4-2-v8-quattro-s-tronic-2011,2026-06-18T18:08:55.131969,Audi Rs 5 4.2 V8 Quattro S-Tronic 2011,"4,6 s",250 km/h,Embreagem dupla banhada a óleo,Automatizado,7,7,Integral permanente,Injeção direta,Natural,4163 cm³,8 em V,Duplo no cabeçote,"92,8 mm","84,5 mm",Longitudinal,Dianteiro,"3,8 kg/cv","39,4 kg/kgfm","108,1 cv/litro",450 cv,"12,3:1",8250 rpm,4000 rpm,"10,5 kgfm/litro","43,8 kgfm",4,1366 mm,1586 mm,1582 mm,500 kg,4649 mm,2751 mm,1860 mm,1725 kg,455 litros,64 litros,93 mm,Disco ventilado,Disco ventilado,"2,16 m²","0,713 m²","0,33","0,33",Eletro-hidráulica,"11,6 m","11,6 m","Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",480 km,262 km,"7,5 km/l","4,1 km/l",,,,,,,,,,,,,,DL501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 5,rs-5,rs-5-4-2-v8-quattro-s-tronic-2012,rs-5-4-2-v8-quattro-s-tronic-2012,https://www.fichacompleta.com.br/carros/audi/rs-5-4-2-v8-quattro-s-tronic-2012,2026-06-18T18:08:58.218740,Audi Rs 5 4.2 V8 Quattro S-Tronic 2012,"4,6 s",250 km/h,Embreagem dupla banhada a óleo,Automatizado,7,,Integral permanente,Injeção direta,Natural,4163 cm³,8 em V,Duplo no cabeçote,"92,8 mm","84,5 mm",Longitudinal,Dianteiro,"3,8 kg/cv","39,4 kg/kgfm","108,1 cv/litro",450 cv,"12,3:1",,,"10,5 kgfm/litro","43,8 kgfm",4,1366 mm,1586 mm,1582 mm,500 kg,4649 mm,2751 mm,1860 mm,1725 kg,455 litros,64 litros,93 mm,Disco ventilado,Disco ventilado,"2,16 m²","0,713 m²","0,33",,Eletro-hidráulica,"11,6 m",,"Indep., braços sobrepostos",Mola helicoidal,"Indep., multibraço",480 km,262 km,"7,5 km/l","4,1 km/l",,,,,,,8250 rpm,4000 rpm,,,,,,DL501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 5,rs-5,rs-5-4-2-v8-quattro-s-tronic-2013,rs-5-4-2-v8-quattro-s-tronic-2013,https://www.fichacompleta.com.br/carros/audi/rs-5-4-2-v8-quattro-s-tronic-2013,2026-06-18T18:09:01.853741,Audi Rs 5 4.2 V8 Quattro S-Tronic 2013,"4,6 s",250 km/h,Embreagem dupla banhada a óleo,Automatizado,,7,Integral permanente,Injeção direta,Natural,4163 cm³,8 em V,Duplo no cabeçote,"92,8 mm","84,5 mm",Longitudinal,Dianteiro,"3,8 kg/cv","39,4 kg/kgfm","108,1 cv/litro",450 cv a 8250 rpm,"12,3:1",,,"10,5 kgfm/litro","43,8 kgfm a 4000 rpm",4,1366 mm,1586 mm,1582 mm,500 kg,4649 mm,2751 mm,1860 mm,1725 kg,455 litros,64 litros,83 mm,Disco ventilado,Disco ventilado,"2,16 m²","0,713 m²",,"0,33",Eletro-hidráulica,,"11,6 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",480 km,262 km,"7,5 km/l","4,1 km/l",,,,,,,,,,,,,,DSG DL501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 5,rs-5,rs-5-4-2-v8-quattro-s-tronic-2014,rs-5-4-2-v8-quattro-s-tronic-2014,https://www.fichacompleta.com.br/carros/audi/rs-5-4-2-v8-quattro-s-tronic-2014,2026-06-18T18:09:05.837417,Audi Rs 5 4.2 V8 Quattro S-Tronic 2014,"4,6 s",250 km/h,Embreagem dupla banhada a óleo,Automatizado,,7,Integral permanente,Injeção direta,Natural,4163 cm³,8 em V,Duplo no cabeçote,"92,8 mm","84,5 mm",Longitudinal,Dianteiro,"3,8 kg/cv","39,4 kg/kgfm","108,1 cv/litro",450 cv a 8250 rpm,"12,3:1",,,"10,5 kgfm/litro","43,8 kgfm a 4000 rpm",4,1366 mm,1586 mm,1582 mm,500 kg,4649 mm,2751 mm,1860 mm,1725 kg,455 litros,64 litros,83 mm,Disco ventilado,Disco ventilado,"2,16 m²","0,713 m²",,"0,33",Eletro-hidráulica,,"11,6 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",480 km,262 km,"7,5 km/l","4,1 km/l",,,,,,,,,,,,,,DSG DL501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 5,rs-5,rs-5-4-2-v8-quattro-s-tronic-2015,rs-5-4-2-v8-quattro-s-tronic-2015,https://www.fichacompleta.com.br/carros/audi/rs-5-4-2-v8-quattro-s-tronic-2015,2026-06-18T18:09:08.486879,Audi Rs 5 4.2 V8 Quattro S-Tronic 2015,"4,5 s",250 km/h,Embreagem dupla banhada a óleo,Automatizado,,7,Integral permanente,Injeção direta,Natural,4163 cm³,8 em V,Duplo no cabeçote,"92,8 mm","84,5 mm",Longitudinal,Dianteiro,"3,8 kg/cv","39,2 kg/kgfm","108,1 cv/litro",450 cv a 8250 rpm,"12,3:1",,,"10,5 kgfm/litro","43,8 kgfm a 4000 rpm",4,1366 mm,1586 mm,1582 mm,500 kg,4649 mm,2751 mm,1860 mm,1715 kg,455 litros,64 litros,83 mm,Disco ventilado,Disco ventilado,"2,16 m²","0,713 m²",,"0,33",Eletro-hidráulica,,"11,6 m","Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",480 km,262 km,"7,5 km/l","4,1 km/l",,,,,,,,,,,,,Admissão e escape,DSG DL501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 5,rs-5,rs-5-2-9-v6-tfsi-quattro-2019,rs-5-2-9-v6-tfsi-quattro-2019,https://www.fichacompleta.com.br/carros/audi/rs-5-2-9-v6-tfsi-quattro-2019,2026-06-18T18:09:12.334405,Audi Rs 5 2.9 V6 TFSi Quattro 2019,"3,9 s",280 km/h,Conversor de torque,Automático,8,,Integral permanente,Injeção direta,Turbocompressor,2894 cm³,6 em V,Duplo no cabeçote,86 mm,"84,5 mm",Longitudinal,Dianteiro,"3,7 kg/cv","27,0 kg/kgfm","155,5 cv/litro",450 cv,10:1,,,"21,1 kgfm/litro","61,2 kgfm",4,1360 mm,1598 mm,1588 mm,,4723 mm,2766 mm,1861 mm,1655 kg,465 litros,58 litros,83 mm,Disco ventilado,Disco ventilado,"2,17 m²","0,694 m²","0,32",,Elétrica,"11,7 m",,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",563 km,423 km,"9,7 km/l","7,3 km/l",,,Corrente,,EA839,,5700 rpm,1900 rpm,Hidráulicos,,,,Admissão e escape,,6800 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 5,rs-5,rs-5-2-9-v6-tfsi-quattro-2020,rs-5-2-9-v6-tfsi-quattro-2020,https://www.fichacompleta.com.br/carros/audi/rs-5-2-9-v6-tfsi-quattro-2020,2026-06-18T18:09:16.248146,Audi Rs 5 2.9 V6 TFSi Quattro 2020,"3,9 s",280 km/h,,Automático,,8,Integral permanente,Injeção direta,Turbocompressor,2894 cm³,6 em V,Duplo no cabeçote,,,Longitudinal,Dianteiro,"3,7 kg/cv","27,0 kg/kgfm","155,5 cv/litro",450 cv a 5700 rpm,10:1,,,"21,1 kgfm/litro","61,2 kgfm a 1900 rpm",4,1360 mm,1598 mm,1588 mm,,4723 mm,2766 mm,1861 mm,1655 kg,465 litros,58 litros,83 mm,Disco ventilado,Disco ventilado,"2,17 m²",,,"0,32",Elétrica,,"11,7 m","Independente, multibraço",Mola helicoidal,"Independente, multibraço",563 km,423 km,"9,7 km/l","7,3 km/l",86 mm,"84,5 mm",,,EA839,,,,Hidráulicos,,,,Admissão e escape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 5 Sportback,rs-5-sportback,rs-5-sportback-2-9-v6-tfsi-quattro-2022,rs-5-sportback-2-9-v6-tfsi-quattro-2022,https://www.fichacompleta.com.br/carros/audi/rs-5-sportback-2-9-v6-tfsi-quattro-2022,2026-06-18T18:09:35.829679,Audi Rs 5 Sportback 2.9 V6 TFSi Quattro 2022,"3,9 s",280 km/h,Conversor de torque,Automático,8,,Integral permanente,Injeção direta,Turbocompressor,2894 cm³,6 em V,Duplo no cabeçote,86 mm,"84,5 mm",Longitudinal,Dianteiro,"3,9 kg/cv","28,5 kg/kgfm","155,5 cv/litro",,10:1,5700 rpm,1900 rpm,"21,1 kgfm/litro",,4,1387 mm,1598 mm,1588 mm,580 kg,4783 mm,2826 mm,1866 mm,1742 kg,430 litros,58 litros,83 mm,Disco ventilado,Disco ventilado,"2,17 m²","0,694 m²","0,32",,Elétrica,"11,7 m",,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",551 km,406 km,"9,5 km/l",7 km/l,,,,,EA839,,,,Hidráulicos,,450 cv,"61,2 kgfm",Admissão e escape,ZF 8HP,6800 rpm,,,,,,,,,,,,,,,,17 graus,"12,6 graus",,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 5 Sportback,rs-5-sportback,rs-5-sportback-2-9-v6-tfsi-2023,rs-5-sportback-2-9-v6-tfsi-2023,https://www.fichacompleta.com.br/carros/audi/rs-5-sportback-2-9-v6-tfsi-2023,2026-06-18T18:09:38.799503,Audi Rs 5 Sportback 2.9 V6 TFSi 2023,"3,9 s",280 km/h,Conversor de torque,Automático,8,,Integral permanente,Injeção direta,Turbocompressor,,6 em V,Duplo no cabeçote,86 mm,"84,5 mm",Longitudinal,Dianteiro,"3,87 kg/cv","28,5 kg/kgfm","155,5 cv/litro",450 cv,10:1,,,"21,1 kgfm/litro","61,2 kgfm",4,1387 mm,1598 mm,1588 mm,580 kg,4783 mm,2826 mm,1866 mm,1742 kg,430 litros,58 litros,83 mm,Disco ventilado,Disco ventilado,"2,17 m²","0,694 m²","0,32",,Elétrica,"11,7 m",,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",557 km,400 km,"9,6 km/l","6,9 km/l",,,Corrente,482 cm³,EA839,2894 cm³,5700 rpm,1900 rpm,Hidráulicos,,,,Admissão e escape,ZF 8HP,6800 rpm,,,,,,,,,,,,,,,,17 graus,"12,6 graus",,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 5 Sportback,rs-5-sportback,rs-5-sportback-competition-plus-2-9-v6-tfsi-2023,rs-5-sportback-competition-plus-2-9-v6-tfsi-2023,https://www.fichacompleta.com.br/carros/audi/rs-5-sportback-competition-plus-2-9-v6-tfsi-2023,2026-06-18T18:09:41.759694,Audi Rs 5 Sportback Competition Plus 2.9 V6 TFSi 2023,"3,8 s",290 km/h,Conversor de torque,Automático,8,,Integral permanente,Injeção direta,Turbocompressor,,6 em V,Duplo no cabeçote,86 mm,"84,5 mm",Longitudinal,Dianteiro,"3,87 kg/cv","28,5 kg/kgfm","155,5 cv/litro",450 cv,10:1,,,"21,1 kgfm/litro","61,2 kgfm",4,1387 mm,1598 mm,1588 mm,580 kg,4783 mm,2826 mm,1866 mm,1742 kg,430 litros,58 litros,83 mm,Disco ventilado,Disco ventilado,"2,17 m²","0,694 m²","0,32",,Elétrica,"11,7 m",,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",557 km,400 km,"9,6 km/l","6,9 km/l",,,Corrente,482 cm³,EA839,2894 cm³,5700 rpm,1900 rpm,Hidráulicos,,,,Admissão e escape,ZF 8HP,6800 rpm,,,,,,,,,,,,,,,,17 graus,"12,6 graus",,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 5 Sportback,rs-5-sportback,rs-5-sportback-competition-plus-track-2-9-v6-tfsi-2023,rs-5-sportback-competition-plus-track-2-9-v6-tfsi-2023,https://www.fichacompleta.com.br/carros/audi/rs-5-sportback-competition-plus-track-2-9-v6-tfsi-2023,2026-06-18T18:09:46.127827,Audi Rs 5 Sportback Competition Plus Track 2.9 V6 TFSi 2023,"3,8 s",290 km/h,Conversor de torque,Automático,8,,Integral permanente,Injeção direta,Turbocompressor,,6 em V,Duplo no cabeçote,86 mm,"84,5 mm",Longitudinal,Dianteiro,"3,87 kg/cv","28,5 kg/kgfm","155,5 cv/litro",450 cv,10:1,,,"21,1 kgfm/litro","61,2 kgfm",4,1387 mm,1598 mm,1588 mm,580 kg,4783 mm,2826 mm,1866 mm,1742 kg,430 litros,58 litros,83 mm,Disco ventilado,Disco ventilado,"2,17 m²","0,694 m²","0,32",,Elétrica,"11,7 m",,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",557 km,400 km,"9,6 km/l","6,9 km/l",,,Corrente,482 cm³,EA839,2894 cm³,5700 rpm,1900 rpm,Hidráulicos,,,,Admissão e escape,ZF 8HP,6800 rpm,,,,,,,,,,,,,,,,17 graus,"12,6 graus",,,,,,,,,,,,,,,,,,,,,,,,
audi,Rs 5 Sportback,rs-5-sportback,rs-5-sportback-competition-plus-2-9-v6-tfsi-2024,rs-5-sportback-competition-plus-2-9-v6-tfsi-2024,https://www.fichacompleta.com.br/carros/audi/rs-5-sportback-competition-plus-2-9-v6-tfsi-2024,2026-06-18T18:09:48.949937,Audi Rs 5 Sportback Competition Plus 2.9 V6 TFSi 2024,"3,8 s",290 km/h,Conversor de torque,Automático,8,,Integral permanente,Injeção direta,Turbocompressor,,6 em V,Duplo no cabeçote,86 mm,"84,5 mm",Longitudinal,Dianteiro,"3,87 kg/cv","28,5 kg/kgfm","155,5 cv/litro",450 cv,10:1,,,"21,1 kgfm/litro","61,2 kgfm",4,1387 mm,1598 mm,1588 mm,580 kg,4783 mm,2826 mm,1866 mm,1742 kg,430 litros,58 litros,83 mm,Disco ventilado,Disco ventilado,"2,17 m²","0,694 m²","0,32",,Elétrica,"11,7 m",,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",592 km,423 km,"10,2 km/l","7,3 km/l",,,Corrente,482 cm³,EA839,2894 cm³,5700 rpm,1900 rpm,Hidráulicos,,,,Admissão e escape,ZF 8HP,6800 rpm,,,,,,,,,,,,,,,,17 graus,"12,6 graus",,,,,,,,,,,,,,,,,,,,,,,,
