marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__marchas,geral__quantidade_de_marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__assistencia,geral__diametro_de_giro,geral__diametro_minimo_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__acionam_do_comando,geral__cilindrada_unitaria,geral__codigo_do_motor,geral__deslocamento,geral__regime_potencia_max,geral__regime_torque_max,geral__tuchos,geral__altura_minima_do_solo,geral__potencia,geral__torque,geral__variacao_do_comando,geral__codigo_do_cambio,geral__rotacao_maxima,geral__estepe,geral__reboque_com_freio,geral__reboque_sem_freio,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__angulo_de_entrada,geral__angulo_de_saida,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano,geral__frenagem_1000_kmh,geral__angulo_central,geral__autonomia,geral__capacidade_da_bateria,geral__consumo_eletrico,geral__potencia_combinada,geral__torque_combinado,geral__potencia_de_recarga,geral__rampa_maxima,geral__travessia_de_agua,geral__autonomia_eletrica,geral__veloc_max_modo_elet,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d
audi,A3,a3,a3-sportback-1-4-tfsi-2015,a3-sportback-1-4-tfsi-2015,https://www.fichacompleta.com.br/carros/audi/a3-sportback-1-4-tfsi-2015,2026-06-18T17:24:06.523832,Audi A3 Sportback 1.4 TFSi 2015,"9,3 s",203 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"10,0 kg/cv","60,0 kg/kgfm","87,5 cv/litro",122 cv a 6000 rpm,"10,5:1",,,"14,6 kgfm/litro","20,4 kgfm a 1400 rpm",4,1425 mm,1535 mm,1506 mm,560 kg,4310 mm,2636 mm,1785 mm,1225 kg,380 litros,50 litros,113 mm,Disco ventilado,Disco sólido,"2,13 m²","0,660 m²",,"0,31",Elétrica,,"10,9 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",575 km,500 km,"11,5 km/l",10 km/l,,,,,EA211,,,,Hidráulicos,,,,Admissão,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-sportback-1-8-tfsi-2015,a3-sportback-1-8-tfsi-2015,https://www.fichacompleta.com.br/carros/audi/a3-sportback-1-8-tfsi-2015,2026-06-18T17:24:09.159469,Audi A3 Sportback 1.8 TFSi 2015,"7,3 s",232 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta e indireta multiponto,Turbocompressor,1798 cm³,4 em linha,"Duplo no cabeçote, corrente","84,1 mm","82,5 mm",Transversal,Dianteiro,"7,1 kg/cv","50,2 kg/kgfm","100,1 cv/litro",180 cv a 6200 rpm,"9,6:1",,,"14,2 kgfm/litro","25,5 kgfm a 1250 rpm",4,1425 mm,1535 mm,1506 mm,560 kg,4310 mm,2636 mm,1785 mm,1280 kg,380 litros,50 litros,113 mm,Disco ventilado,Disco sólido,"2,13 m²","0,673 m²",,"0,316",Elétrica,,"10,9 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",700 km,480 km,14 km/l,"9,6 km/l",,,,,EA888,,,,Hidráulicos,,,,Admissão e escape,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-sportback-ambition-1-8-tfsi-2015,a3-sportback-ambition-1-8-tfsi-2015,https://www.fichacompleta.com.br/carros/audi/a3-sportback-ambition-1-8-tfsi-2015,2026-06-18T17:24:13.772579,Audi A3 Sportback Ambition 1.8 TFSi 2015,"7,3 s",232 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta e indireta multiponto,Turbocompressor,1798 cm³,4 em linha,"Duplo no cabeçote, corrente","84,1 mm","82,5 mm",Transversal,Dianteiro,"7,1 kg/cv","50,2 kg/kgfm","100,1 cv/litro",180 cv a 6200 rpm,"9,6:1",,,"14,2 kgfm/litro","25,5 kgfm a 1250 rpm",4,1425 mm,1535 mm,1506 mm,560 kg,4310 mm,2636 mm,1785 mm,1280 kg,380 litros,50 litros,101 mm,Disco ventilado,Disco sólido,"2,13 m²","0,673 m²",,"0,316",Elétrica,,"10,9 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",700 km,480 km,14 km/l,"9,6 km/l",,,,,EA888,,,,Hidráulicos,,,,Admissão e escape,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-sportback-attraction-1-4-tfsi-2015,a3-sportback-attraction-1-4-tfsi-2015,https://www.fichacompleta.com.br/carros/audi/a3-sportback-attraction-1-4-tfsi-2015,2026-06-18T17:24:16.569695,Audi A3 Sportback Attraction 1.4 TFSi 2015,"9,3 s",203 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"10,0 kg/cv","60,0 kg/kgfm","87,5 cv/litro",122 cv a 6000 rpm,"10,5:1",,,"14,6 kgfm/litro","20,4 kgfm a 1400 rpm",4,1425 mm,1535 mm,1506 mm,560 kg,4310 mm,2636 mm,1785 mm,1225 kg,380 litros,50 litros,113 mm,Disco ventilado,Disco sólido,"2,13 m²","0,660 m²",,"0,31",Elétrica,,"10,9 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",575 km,500 km,"11,5 km/l",10 km/l,,,,,EA211,,,,Hidráulicos,,,,Admissão,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-sportback-ambiente-1-4-tfsi-2016,a3-sportback-ambiente-1-4-tfsi-2016,https://www.fichacompleta.com.br/carros/audi/a3-sportback-ambiente-1-4-tfsi-2016,2026-06-18T17:24:20.790936,Audi A3 Sportback Ambiente 1.4 TFSi 2016,"9,3 s",203 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"10,0 kg/cv","60,0 kg/kgfm","87,5 cv/litro",122 cv a 6000 rpm,"10,5:1",,,"14,6 kgfm/litro","20,4 kgfm a 1400 rpm",4,1425 mm,1535 mm,1506 mm,560 kg,4310 mm,2636 mm,1785 mm,1225 kg,380 litros,50 litros,113 mm,Disco ventilado,Disco sólido,"2,13 m²","0,660 m²",,"0,31",Elétrica,,"10,9 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",575 km,500 km,"11,5 km/l",10 km/l,,,,,EA211,,,,Hidráulicos,,,,Admissão,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-sportback-ambition-1-8-tfsi-2016,a3-sportback-ambition-1-8-tfsi-2016,https://www.fichacompleta.com.br/carros/audi/a3-sportback-ambition-1-8-tfsi-2016,2026-06-18T17:24:23.688949,Audi A3 Sportback Ambition 1.8 TFSi 2016,"7,3 s",232 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta e indireta multiponto,Turbocompressor,1798 cm³,4 em linha,"Duplo no cabeçote, corrente","84,1 mm","82,5 mm",Transversal,Dianteiro,"7,1 kg/cv","50,2 kg/kgfm","100,1 cv/litro",180 cv a 6200 rpm,"9,6:1",,,"14,2 kgfm/litro","25,5 kgfm a 1250 rpm",4,1425 mm,1535 mm,1506 mm,560 kg,4310 mm,2636 mm,1785 mm,1280 kg,380 litros,50 litros,101 mm,Disco ventilado,Disco sólido,"2,13 m²","0,673 m²",,"0,316",Elétrica,,"10,9 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",700 km,480 km,14 km/l,"9,6 km/l",,,,,EA888,,,,Hidráulicos,,,,Admissão e escape,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-sportback-ambiente-1-4-tfsi-2017,a3-sportback-ambiente-1-4-tfsi-2017,https://www.fichacompleta.com.br/carros/audi/a3-sportback-ambiente-1-4-tfsi-2017,2026-06-18T17:24:27.042150,Audi A3 Sportback Ambiente 1.4 TFSi 2017,"9,3 s",203 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"10,0 kg/cv","60,0 kg/kgfm","87,5 cv/litro",122 cv a 6000 rpm,"10,5:1",,,"14,6 kgfm/litro","20,4 kgfm a 1400 rpm",4,1425 mm,1535 mm,1506 mm,560 kg,4310 mm,2636 mm,1785 mm,1225 kg,380 litros,50 litros,113 mm,Disco ventilado,Disco sólido,"2,13 m²","0,660 m²",,"0,31",Elétrica,,"10,9 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",575 km,500 km,"11,5 km/l",10 km/l,,,,,EA211,,,,Hidráulicos,,,,Admissão,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-sportback-ambiente-1-4-tfsi-2018,a3-sportback-ambiente-1-4-tfsi-2018,https://www.fichacompleta.com.br/carros/audi/a3-sportback-ambiente-1-4-tfsi-2018,2026-06-18T17:24:31.501735,Audi A3 Sportback Ambiente 1.4 TFSi 2018,"9,3 s",203 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"10,0 kg/cv","60,0 kg/kgfm","87,5 cv/litro",122 cv a 6000 rpm,"10,5:1",,,"14,6 kgfm/litro","20,4 kgfm a 1400 rpm",4,1425 mm,1535 mm,1506 mm,560 kg,4310 mm,2636 mm,1785 mm,1225 kg,380 litros,50 litros,113 mm,Disco ventilado,Disco sólido,"2,13 m²","0,660 m²",,"0,31",Elétrica,,"10,9 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",720 km,580 km,"14,4 km/l","11,6 km/l",,,,,EA211,,,,Hidráulicos,,,,Admissão,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-sportback-prestige-plus-1-4-tfsi-2019,a3-sportback-prestige-plus-1-4-tfsi-2019,https://www.fichacompleta.com.br/carros/audi/a3-sportback-prestige-plus-1-4-tfsi-2019,2026-06-18T17:24:35.103815,Audi A3 Sportback Prestige Plus 1.4 TFSi 2019,"9,3 s",203 km/h,Embreagem dupla a seco,Automatizado,,7,Dianteira,Injeção direta,Turbocompressor,1395 cm³,4 em linha,"Duplo no cabeçote, correia dentada",80 mm,"74,5 mm",Transversal,Dianteiro,"10,0 kg/cv","60,0 kg/kgfm","87,5 cv/litro",122 cv a 6000 rpm,"10,5:1",,,"14,6 kgfm/litro","20,4 kgfm a 1400 rpm",4,1425 mm,1535 mm,1506 mm,560 kg,4310 mm,2636 mm,1785 mm,1225 kg,380 litros,50 litros,101 mm,Disco ventilado,Disco sólido,"2,13 m²","0,660 m²",,"0,31",Elétrica,,"10,9 m","Independente, McPherson",Mola helicoidal,"Independente, multibraço",720 km,580 km,"14,4 km/l","11,6 km/l",,,,,EA211,,,,Hidráulicos,,,,Admissão,DSG DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-sportback-prestige-plus-1-4-tfsi-2020,a3-sportback-prestige-plus-1-4-tfsi-2020,https://www.fichacompleta.com.br/carros/audi/a3-sportback-prestige-plus-1-4-tfsi-2020,2026-06-18T17:24:38.485362,Audi A3 Sportback Prestige Plus 1.4 TFSi 2020,"9,3 s",203 km/h,Embreagem dupla a seco,Automatizado,7,,Dianteira,Injeção direta,Turbocompressor,1395 cm³,4 em linha,Duplo no cabeçote,80 mm,"74,5 mm",Transversal,Dianteiro,"10,0 kg/cv","60,0 kg/kgfm","87,5 cv/litro",122 cv,"10,5:1",,,"14,6 kgfm/litro","20,4 kgfm",4,1425 mm,1535 mm,1506 mm,560 kg,4310 mm,2636 mm,1785 mm,1225 kg,380 litros,50 litros,101 mm,Disco ventilado,Disco sólido,"2,13 m²","0,660 m²","0,31",,Elétrica,"10,9 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",720 km,580 km,"14,4 km/l","11,6 km/l",,,Correia dentada,,EA211,,6000 rpm,1400 rpm,Hidráulicos,,,,Admissão,DQ200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-sportback-performance-black-2-0-tfsi-2022,a3-sportback-performance-black-2-0-tfsi-2022,https://www.fichacompleta.com.br/carros/audi/a3-sportback-performance-black-2-0-tfsi-2022,2026-06-18T17:24:42.979930,Audi A3 Sportback Performance Black 2.0 TFSi 2022,"7,4 s",241 km/h,Embreagem dupla banhada a óleo,Automatizado,7,,Dianteira,Injeção direta e indireta,Turbocompressor,1984 cm³,4 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Transversal,Dianteiro,"7,8 kg/cv","45,6 kg/kgfm","95,8 cv/litro",190 cv,"11,7:1",4250 rpm,1450 rpm,"16,4 kgfm/litro","32,6 kgfm",4,1430 mm,1554 mm,1525 mm,,4343 mm,2636 mm,1816 mm,1485 kg,380 litros,50 litros,90 mm,Disco ventilado,Disco sólido,"2,17 m²","0,629 m²","0,29",,Elétrica,"11,6 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",595 km,500 km,"11,9 km/l",10 km/l,,,Corrente,,EA888,,,,Hidráulicos,,,,Admissão e escape,S-Tronic,6700 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-sportback-performance-black-2-0-tfsi-2022-gasolina,a3-sportback-performance-black-2-0-tfsi-2022-gasolina,https://www.fichacompleta.com.br/carros/audi/a3-sportback-performance-black-2-0-tfsi-2022-gasolina,2026-06-18T17:24:47.065900,Audi A3 Sportback Performance Black 2.0 TFSi 2022,"7,4 s",210 km/h,Embreagem dupla banhada a óleo,Automatizado,7,,Dianteira,Injeção direta e indireta,Turbocompressor,,4 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Transversal,Dianteiro,"7,28 kg/cv","48,5 kg/kgfm","102,8 cv/litro",204 cv,"11,7:1",,,"15,4 kgfm/litro","30,6 kgfm",4,1430 mm,1554 mm,1525 mm,,4343 mm,2636 mm,1816 mm,1485 kg,380 litros,50 litros,90 mm,Disco ventilado,Disco sólido,"2,17 m²","0,629 m²","0,29",,Elétrica,"11,6 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",595 km,500 km,"11,9 km/l",10 km/l,,,Corrente,496 cm³,EA888,1984 cm³,4250 rpm,1450 rpm,Hidráulicos,,"8,2 cv","6,1 kgfm",Admissão e escape,S-Tronic,6700 rpm,125/70 R18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-sportback-s-line-2-0-tfsi-2022,a3-sportback-s-line-2-0-tfsi-2022,https://www.fichacompleta.com.br/carros/audi/a3-sportback-s-line-2-0-tfsi-2022,2026-06-18T17:24:51.208808,Audi A3 Sportback S Line 2.0 TFSi 2022,"7,4 s",241 km/h,Embreagem dupla banhada a óleo,Automatizado,7,,Dianteira,Injeção direta e indireta,Turbocompressor,1984 cm³,4 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Transversal,Dianteiro,"7,8 kg/cv","45,6 kg/kgfm","95,8 cv/litro",190 cv,"11,7:1",4250 rpm,1450 rpm,"16,4 kgfm/litro","32,6 kgfm",4,1430 mm,1554 mm,1525 mm,,4343 mm,2636 mm,1816 mm,1485 kg,380 litros,50 litros,90 mm,Disco ventilado,Disco sólido,"2,17 m²","0,629 m²","0,29",,Elétrica,"11,6 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",595 km,500 km,"11,9 km/l",10 km/l,,,Corrente,,EA888,,,,Hidráulicos,,,,Admissão e escape,S-Tronic,6700 rpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-sportback-s-line-2-0-tfsi-2022-gasolina,a3-sportback-s-line-2-0-tfsi-2022-gasolina,https://www.fichacompleta.com.br/carros/audi/a3-sportback-s-line-2-0-tfsi-2022-gasolina,2026-06-18T17:24:55.319778,Audi A3 Sportback S Line 2.0 TFSi 2022,"7,4 s",210 km/h,Embreagem dupla banhada a óleo,Automatizado,7,,Dianteira,Injeção direta e indireta,Turbocompressor,,4 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Transversal,Dianteiro,"7,28 kg/cv","48,5 kg/kgfm","102,8 cv/litro",204 cv,"11,7:1",,,"15,4 kgfm/litro","30,6 kgfm",4,1430 mm,1554 mm,1525 mm,,4343 mm,2636 mm,1816 mm,1485 kg,380 litros,50 litros,90 mm,Disco ventilado,Disco sólido,"2,17 m²","0,629 m²","0,29",,Elétrica,"11,6 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",595 km,500 km,"11,9 km/l",10 km/l,,,Corrente,496 cm³,EA888,1984 cm³,4250 rpm,1450 rpm,Hidráulicos,,"8,2 cv","6,1 kgfm",Admissão e escape,S-Tronic,6700 rpm,125/70 R18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audi,A3,a3,a3-sportback-s-line-limited-1-4-tfsi-2022,a3-sportback-s-line-limited-1-4-tfsi-2022,https://www.fichacompleta.com.br/carros/audi/a3-sportback-s-line-limited-1-4-tfsi-2022,2026-06-18T17:24:58.935675,Audi A3 Sportback S Line Limited 1.4 TFSi 2022,"8,8 s",219 km/h,Conversor de torque,Automático,8,,Dianteira,Injeção direta,Turbocompressor,1395 cm³,4 em linha,Duplo no cabeçote,80 mm,"74,5 mm",Transversal,Dianteiro,"9,4 kg/cv","55,5 kg/kgfm","107,5 cv/litro",,"10,5:1",6000 rpm,1450 rpm,"18,3 kgfm/litro",,4,1430 mm,1554 mm,1525 mm,,4343 mm,2636 mm,1816 mm,1415 kg,380 litros,50 litros,90 mm,Disco ventilado,Disco sólido,"2,17 m²","0,629 m²","0,29",,Elétrica,"11,6 m",,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",650 km,525 km,13 km/l,"10,5 km/l",,,Correia dentada,,EA211,,,,Hidráulicos,,150 cv,"25,5 kgfm",Admissão e escape,Tiptronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
