marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__altura_minima_do_solo,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__quantidade_de_marchas,geral__diametro_minimo_de_giro,geral__potencia,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__reboque_com_freio,geral__cilindrada_unitaria,geral__deslocamento,geral__reboque_sem_freio,geral__acionam_do_comando,geral__viscosidade_do_oleo,geral__variacao_do_comando,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__codigo_do_cambio,geral__estepe,geral__tuchos,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__portamalas_8_lugares,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__rotacao_maxima,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__autonomia,geral__capacidade_da_bateria,geral__potencia_combinada,geral__potencia_de_recarga,geral__torque_combinado,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__veloc_max_modo_elet,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano
kia,Cerato,cerato,cerato-1-6-at-2014,cerato-1-6-at-2014,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-at-2014,2026-06-18T12:09:47.209645,Kia Cerato 1.6 AT 2014,"12,9 s",180 km/h,Conversor de torque,Automático,6,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,Duplo no cabeçote,"85,4 mm",77 mm,Transversal,Dianteiro,"9,4 kg/cv","73,0 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1460 mm,165 mm,1555 mm,1568 mm,515 kg,4560 mm,2700 mm,1780 mm,1205 kg,421 litros,50 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,6 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,6,"10,6 m",,6000 rpm,5000 rpm,,,,,,,,Corrente,,Admissão,"2,21 m²","0,597 m²","0,27","0,27",620 km,475 km,"12,4 km/l","9,5 km/l",,205/60 R16,Mecânicos,,,,,,128 cv,122 cv,"16,5 kgfm",16 kgfm,455 km,330 km,"9,1 km/l","6,6 km/l",,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-at-2015,cerato-1-6-at-2015,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-at-2015,2026-06-18T12:09:51.690357,Kia Cerato 1.6 AT 2015,"12,9 s",180 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"9,4 kg/cv","73,0 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1460 mm,165 mm,1555 mm,1568 mm,515 kg,4560 mm,2700 mm,1780 mm,1205 kg,421 litros,50 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,6,"10,6 m",,,,,,,,,,,,,Admissão,"2,21 m²","0,597 m²",,"0,27",620 km,475 km,"12,4 km/l","9,5 km/l",,205/60 R16,Mecânicos,,,,,,,,,,455 km,330 km,"9,1 km/l","6,6 km/l",,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-at-2016,cerato-1-6-at-2016,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-at-2016,2026-06-18T12:09:57.844351,Kia Cerato 1.6 AT 2016,"12,9 s",180 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"9,4 kg/cv","73,0 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1460 mm,165 mm,1555 mm,1568 mm,515 kg,4560 mm,2700 mm,1780 mm,1205 kg,421 litros,50 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,6,"10,6 m",,,,,,,,,,,,,Admissão,"2,21 m²","0,597 m²",,"0,27",620 km,475 km,"12,4 km/l","9,5 km/l",,205/60 R16,Mecânicos,,,,,,,,,,455 km,330 km,"9,1 km/l","6,6 km/l",,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-at-2017,cerato-1-6-at-2017,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-at-2017,2026-06-18T12:10:02.080277,Kia Cerato 1.6 AT 2017,"12,9 s",180 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"9,4 kg/cv","73,0 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1445 mm,,1557 mm,1570 mm,515 kg,4560 mm,2700 mm,1780 mm,1205 kg,421 litros,50 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,6,"10,8 m",,,,,,,,,,,,,Admissão,,,,,620 km,475 km,"12,4 km/l","9,5 km/l",,205/60 R16,Mecânicos,,,,,,,,,,455 km,330 km,"9,1 km/l","6,6 km/l",,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-at-2018,cerato-1-6-at-2018,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-at-2018,2026-06-18T12:10:06.385083,Kia Cerato 1.6 AT 2018,"12,9 s",180 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"9,4 kg/cv","73,0 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1445 mm,,1557 mm,1570 mm,515 kg,4560 mm,2700 mm,1780 mm,1205 kg,421 litros,50 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,6,"10,8 m",,,,,,,,,,,,,Admissão,,,,,620 km,475 km,"12,4 km/l","9,5 km/l",,205/60 R16,Mecânicos,,,,,,,,,,455 km,330 km,"9,1 km/l","6,6 km/l",,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-1-6-at-2019,cerato-1-6-at-2019,https://www.fichacompleta.com.br/carros/kia/cerato-1-6-at-2019,2026-06-18T12:10:10.731037,Kia Cerato 1.6 AT 2019,"12,9 s",180 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1591 cm³,4 em linha,Gamma,"Duplo no cabeçote, corrente","85,4 mm",77 mm,Transversal,Dianteiro,"9,4 kg/cv","73,0 kg/kgfm","80,5 cv/litro",128 cv (A) 122 cv (G) a 6000 rpm,12:1,,,"10,4 kgfm/litro","16,5 kgfm (A) 16 kgfm (G) a 5000 rpm",4,1445 mm,,1557 mm,1570 mm,515 kg,4560 mm,2700 mm,1780 mm,1205 kg,421 litros,50 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,Eixo de torção,,,,,6,"10,8 m",,,,,,,,,,,,,Admissão,,,,,630 km,505 km,"12,6 km/l","10,1 km/l",,205/60 R16,Mecânicos,,,,,,,,,,465 km,350 km,"9,3 km/l",7 km/l,,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-ex-2-0-2020,cerato-ex-2-0-2020,https://www.fichacompleta.com.br/carros/kia/cerato-ex-2-0-2020,2026-06-18T12:10:14.619152,Kia Cerato EX 2.0 2020,"10,5 s",195 km/h,Conversor de torque,Automático,6,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Nu,Duplo no cabeçote,97 mm,81 mm,Transversal,Dianteiro,"7,7 kg/cv","62,3 kg/kgfm","83,5 cv/litro",,12:1,6200 rpm,4700 rpm,"10,3 kgfm/litro",,4,1465 mm,135 mm,1555 mm,1564 mm,447 kg,4640 mm,2700 mm,1800 mm,1283 kg,520 litros,50 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,,,350 kg,,,350 kg,Corrente,,Admissão e escape,"2,24 m²","0,605 m²","0,27",,655 km,480 km,"13,1 km/l","9,6 km/l",A6MF1,205/60 R16,Hidráulicos,,,,,,167 cv,157 cv,"20,6 kgfm","19,2 kgfm",465 km,325 km,"9,3 km/l","6,5 km/l",6500 rpm,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-sx-2-0-2020,cerato-sx-2-0-2020,https://www.fichacompleta.com.br/carros/kia/cerato-sx-2-0-2020,2026-06-18T12:10:18.316027,Kia Cerato SX 2.0 2020,"10,5 s",195 km/h,Conversor de torque,Automático,6,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Nu,Duplo no cabeçote,97 mm,81 mm,Transversal,Dianteiro,"7,7 kg/cv","62,3 kg/kgfm","83,5 cv/litro",,12:1,6200 rpm,4700 rpm,"10,3 kgfm/litro",,4,1465 mm,135 mm,1555 mm,1564 mm,447 kg,4640 mm,2700 mm,1800 mm,1283 kg,520 litros,50 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,,,350 kg,,,350 kg,Corrente,,Admissão e escape,"2,24 m²","0,605 m²","0,27",,655 km,480 km,"13,1 km/l","9,6 km/l",A6MF1,205/60 R16,Hidráulicos,,,,,,167 cv,157 cv,"20,6 kgfm","19,2 kgfm",465 km,325 km,"9,3 km/l","6,5 km/l",6500 rpm,,,,,,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-ex-2-0-2022,cerato-ex-2-0-2022,https://www.fichacompleta.com.br/carros/kia/cerato-ex-2-0-2022,2026-06-18T12:10:22.578781,Kia Cerato EX 2.0 2022,"10,5 s",195 km/h,Conversor de torque,Automático,6,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Nu,Duplo no cabeçote,97 mm,81 mm,Transversal,Dianteiro,"7,7 kg/cv","62,3 kg/kgfm","83,5 cv/litro",,12:1,,,"10,3 kgfm/litro",,4,1440 mm,135 mm,,,447 kg,4640 mm,2700 mm,1800 mm,1283 kg,520 litros,50 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,,,6200 rpm,4700 rpm,,,,,,,,Corrente,,Admissão e escape,"2,2 m²","0,594 m²","0,27",,655 km,480 km,"13,1 km/l","9,6 km/l",A6MF1,205/60 R16,Hidráulicos,,,,,,,,,,465 km,325 km,"9,3 km/l","6,5 km/l",6500 rpm,167 cv,157 cv,"20,6 kgfm","19,2 kgfm",,,,,,,,,,,,,,,
kia,Cerato,cerato,cerato-sx-2-0-2022,cerato-sx-2-0-2022,https://www.fichacompleta.com.br/carros/kia/cerato-sx-2-0-2022,2026-06-18T12:10:25.677433,Kia Cerato SX 2.0 2022,"10,5 s",195 km/h,Conversor de torque,Automático,6,Dianteira,Injeção multiponto,Natural,1999 cm³,4 em linha,Nu,Duplo no cabeçote,97 mm,81 mm,Transversal,Dianteiro,"7,7 kg/cv","62,3 kg/kgfm","83,5 cv/litro",,12:1,6200 rpm,4700 rpm,"10,3 kgfm/litro",,4,1465 mm,135 mm,1555 mm,1564 mm,447 kg,4640 mm,2700 mm,1800 mm,1283 kg,520 litros,50 litros,123 mm,Disco ventilado,Disco sólido,Elétrica,"10,8 m","Indep., McPherson",Mola helicoidal,Eixo de torção,,,,,,,,,,,,,350 kg,,,350 kg,Corrente,,Admissão e escape,"2,24 m²","0,605 m²","0,27",,655 km,480 km,"13,1 km/l","9,6 km/l",A6MF1,205/60 R16,Hidráulicos,,,,,,167 cv,157 cv,"20,6 kgfm","19,2 kgfm",465 km,325 km,"9,3 km/l","6,5 km/l",6500 rpm,,,,,,,,,,,,,,,,,,,
kia,Ceres,ceres,ceres-2-2-1993,ceres-2-2-1993,https://www.fichacompleta.com.br/carros/kia/ceres-2-2-1993,2026-06-18T12:10:47.831937,Kia Ceres 2.2 1993,35 s,120 km/h,Embreagem monodisco a seco,Manual,5,Integral temporária,Injeção indireta,Natural,,4 em linha,HW,Único no cabeçote,94 mm,86 mm,Longitudinal,Dianteiro,"27,54 kg/cv","123,4 kg/kgfm","29,8 cv/litro",65 cv,"22,9:1",4050 rpm,2500 rpm,"6,6 kgfm/litro","14,5 kgfm",2,1995 mm,,1490 mm,1460 mm,1530 kg,4585 mm,2415 mm,1600 mm,1790 kg,1812 litros,50 litros,156 mm,Tambor,Tambor,Não assistida,10 m,Eixo rígido,Feixe de molas semielípticas,Eixo rígido,420 km,365 km,"8,4 km/l","7,3 km/l",,,,,,,,,,546 cm³,2184 cm³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Ceres,ceres,ceres-2-2-1994,ceres-2-2-1994,https://www.fichacompleta.com.br/carros/kia/ceres-2-2-1994,2026-06-18T12:10:53.832935,Kia Ceres 2.2 1994,35 s,120 km/h,Embreagem monodisco a seco,Manual,5,Integral temporária,Injeção indireta,Natural,,4 em linha,HW,Único no cabeçote,94 mm,86 mm,Longitudinal,Dianteiro,"27,54 kg/cv","123,4 kg/kgfm","29,8 cv/litro",65 cv,"22,9:1",4050 rpm,2500 rpm,"6,6 kgfm/litro","14,5 kgfm",2,1995 mm,,1490 mm,1460 mm,1530 kg,4585 mm,2415 mm,1600 mm,1790 kg,1812 litros,50 litros,156 mm,Tambor,Tambor,Não assistida,10 m,Eixo rígido,Feixe de molas semielípticas,Eixo rígido,420 km,365 km,"8,4 km/l","7,3 km/l",,,,,,,,,,546 cm³,2184 cm³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Ceres,ceres,ceres-2-2-1995,ceres-2-2-1995,https://www.fichacompleta.com.br/carros/kia/ceres-2-2-1995,2026-06-18T12:10:59.733717,Kia Ceres 2.2 1995,35 s,123 km/h,Embreagem monodisco a seco,Manual,,Traseira,Injeção indireta,Natural,2184 cm³,4 em linha,,Único no cabeçote,,,Longitudinal,Dianteiro,"25,6 kg/cv","123,4 kg/kgfm","32,1 cv/litro",70 cv a 4050 rpm,"22,9:1",,,"6,6 kgfm/litro","14,5 kgfm a 2500 rpm",2,1972 mm,,1490 mm,1460 mm,1530 kg,4820 mm,2415 mm,1740 mm,1790 kg,1812 litros,55 litros,156 mm,Disco ventilado,Tambor,Não assistida,,"Independente, braços sobrepostos",Feixe de molas semielípticas,Eixo rígido,462 km,402 km,"8,4 km/l","7,3 km/l",5,10 m,,,,,94 mm,86 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Ceres,ceres,ceres-2-2-1996,ceres-2-2-1996,https://www.fichacompleta.com.br/carros/kia/ceres-2-2-1996,2026-06-18T12:11:02.245142,Kia Ceres 2.2 1996,35 s,120 km/h,Embreagem monodisco a seco,Manual,5,Integral temporária,Injeção indireta,Natural,,4 em linha,HW,Único no cabeçote,94 mm,86 mm,Longitudinal,Dianteiro,"27,54 kg/cv","123,4 kg/kgfm","29,8 cv/litro",65 cv,"22,9:1",4050 rpm,2500 rpm,"6,6 kgfm/litro","14,5 kgfm",2,1995 mm,,1490 mm,1460 mm,1530 kg,4585 mm,2415 mm,1600 mm,1790 kg,1812 litros,50 litros,156 mm,Tambor,Tambor,Não assistida,10 m,Eixo rígido,Feixe de molas semielípticas,Eixo rígido,420 km,365 km,"8,4 km/l","7,3 km/l",,,,,,,,,,546 cm³,2184 cm³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Clarus,clarus,clarus-glx-2-0-1997,clarus-glx-2-0-1997,https://www.fichacompleta.com.br/carros/kia/clarus-glx-2-0-1997,2026-06-18T12:11:22.086513,Kia Clarus GLX 2.0 1997,"11,6 s",195 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1998 cm³,4 em linha,FE,Duplo no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"9,6 kg/cv","74,4 kg/kgfm","67,6 cv/litro",135 cv,"9,2:1",,,"8,8 kgfm/litro","17,5 kgfm",4,1420 mm,,,,430 kg,4696 mm,2659 mm,1770 mm,1302 kg,358 litros,60 litros,137 mm,Disco ventilado,Disco sólido,Hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,5,"10,6 m",,6000 rpm,4000 rpm,,,,,,,,Correia dentada,,,,,,,678 km,450 km,"11,3 km/l","7,5 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Clarus,clarus,clarus-glx-2-0-at-1997,clarus-glx-2-0-at-1997,https://www.fichacompleta.com.br/carros/kia/clarus-glx-2-0-at-1997,2026-06-18T12:11:31.686038,Kia Clarus GLX 2.0 AT 1997,13 s,190 km/h,Conversor de torque,Automático,4,Dianteira,Injeção multiponto,Natural,1998 cm³,4 em linha,FE,Duplo no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"9,9 kg/cv","76,6 kg/kgfm","67,6 cv/litro",,"9,2:1",,,"8,8 kgfm/litro",,4,1420 mm,,,,430 kg,4696 mm,2659 mm,1770 mm,1340 kg,358 litros,60 litros,137 mm,Disco ventilado,Disco sólido,Hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,135 cv,6000 rpm,4000 rpm,"17,5 kgfm",,,,,,,Correia dentada,,,,,,,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Clarus,clarus,clarus-glx-2-0-1998,clarus-glx-2-0-1998,https://www.fichacompleta.com.br/carros/kia/clarus-glx-2-0-1998,2026-06-18T12:11:40.681195,Kia Clarus GLX 2.0 1998,"11,6 s",195 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1998 cm³,4 em linha,FE,Duplo no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"9,6 kg/cv","74,4 kg/kgfm","67,6 cv/litro",,"9,2:1",,,"8,8 kgfm/litro",,4,1420 mm,,,,430 kg,4696 mm,2659 mm,1770 mm,1302 kg,358 litros,60 litros,137 mm,Disco ventilado,Disco sólido,Hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,135 cv,6000 rpm,4000 rpm,"17,5 kgfm",,,,,,,Correia dentada,,,,,,,678 km,450 km,"11,3 km/l","7,5 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Clarus,clarus,clarus-glx-2-0-at-1998,clarus-glx-2-0-at-1998,https://www.fichacompleta.com.br/carros/kia/clarus-glx-2-0-at-1998,2026-06-18T12:11:47.658775,Kia Clarus GLX 2.0 AT 1998,13 s,190 km/h,Conversor de torque,Automático,4,Dianteira,Injeção multiponto,Natural,1998 cm³,4 em linha,FE,Duplo no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"9,9 kg/cv","76,6 kg/kgfm","67,6 cv/litro",,"9,2:1",,,"8,8 kgfm/litro",,4,1420 mm,,,,430 kg,4696 mm,2659 mm,1770 mm,1340 kg,358 litros,60 litros,137 mm,Disco ventilado,Disco sólido,Hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,135 cv,6000 rpm,4000 rpm,"17,5 kgfm",,,,,,,Correia dentada,,,,,,,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Clarus,clarus,clarus-glx-2-0-1999,clarus-glx-2-0-1999,https://www.fichacompleta.com.br/carros/kia/clarus-glx-2-0-1999,2026-06-18T12:11:50.857996,Kia Clarus GLX 2.0 1999,"11,6 s",195 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1998 cm³,4 em linha,FE,"Duplo no cabeçote, correia dentada",86 mm,86 mm,Transversal,Dianteiro,"9,7 kg/cv","73,6 kg/kgfm","66,6 cv/litro",133 cv a 6000 rpm,"9,2:1",,,"8,8 kgfm/litro","17,5 kgfm a 4000 rpm",4,1420 mm,,,,,4700 mm,2660 mm,1770 mm,1288 kg,358 litros,60 litros,137 mm,Disco ventilado,Disco sólido,Hidráulica,,"Independente, McPherson",Mola helicoidal,"Independente, braços sobrepostos",,,,,5,"10,6 m",,,,,,,,,,,,,,,,,,678 km,450 km,"11,3 km/l","7,5 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Clarus,clarus,clarus-glx-2-0-at-1999,clarus-glx-2-0-at-1999,https://www.fichacompleta.com.br/carros/kia/clarus-glx-2-0-at-1999,2026-06-18T12:11:55.451225,Kia Clarus GLX 2.0 AT 1999,13 s,190 km/h,Conversor de torque,Automático,4,Dianteira,Injeção multiponto,Natural,1998 cm³,4 em linha,FE,Duplo no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"10,1 kg/cv","76,6 kg/kgfm","66,6 cv/litro",,"9,2:1",,,"8,8 kgfm/litro",,4,1420 mm,165 mm,1500 mm,1500 mm,500 kg,4731 mm,2659 mm,1770 mm,1340 kg,351 litros,60 litros,137 mm,Disco ventilado,Disco sólido,Hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,133 cv,6000 rpm,4000 rpm,"17,5 kgfm",,,1650 kg,,,500 kg,Correia dentada,,,,,,,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Clarus,clarus,clarus-glx-2-0-2000,clarus-glx-2-0-2000,https://www.fichacompleta.com.br/carros/kia/clarus-glx-2-0-2000,2026-06-18T12:11:58.387871,Kia Clarus GLX 2.0 2000,"11,6 s",195 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1998 cm³,4 em linha,FE,Duplo no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"9,8 kg/cv","74,4 kg/kgfm","66,6 cv/litro",,"9,2:1",,,"8,8 kgfm/litro",,4,1420 mm,165 mm,1500 mm,1500 mm,500 kg,4731 mm,2659 mm,1770 mm,1302 kg,351 litros,60 litros,137 mm,Disco ventilado,Disco sólido,Hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,133 cv,6000 rpm,4000 rpm,"17,5 kgfm",,,1650 kg,,,500 kg,Correia dentada,,,,,,,678 km,450 km,"11,3 km/l","7,5 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Clarus,clarus,clarus-glx-2-0-at-2000,clarus-glx-2-0-at-2000,https://www.fichacompleta.com.br/carros/kia/clarus-glx-2-0-at-2000,2026-06-18T12:12:04.114012,Kia Clarus GLX 2.0 AT 2000,13 s,190 km/h,Conversor de torque,Automático,4,Dianteira,Injeção multiponto,Natural,1998 cm³,4 em linha,FE,Duplo no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"10,1 kg/cv","76,6 kg/kgfm","66,6 cv/litro",,"9,2:1",,,"8,8 kgfm/litro",,4,1420 mm,165 mm,1500 mm,1500 mm,500 kg,4731 mm,2659 mm,1770 mm,1340 kg,351 litros,60 litros,137 mm,Disco ventilado,Disco sólido,Hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,133 cv,6000 rpm,4000 rpm,"17,5 kgfm",,,1650 kg,,,500 kg,Correia dentada,,,,,,,600 km,420 km,10 km/l,7 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kia,Clarus Wagon,clarus-wagon,clarus-wagon-glx-2-0-1998,clarus-wagon-glx-2-0-1998,https://www.fichacompleta.com.br/carros/kia/clarus-wagon-glx-2-0-1998,2026-06-18T12:12:20.085089,Kia Clarus Wagon GLX 2.0 1998,"11,6 s",195 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,,4 em linha,FE,Duplo no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"9,79 kg/cv","74,4 kg/kgfm","66,6 cv/litro",133 cv,"9,2:1",6000 rpm,4000 rpm,"8,8 kgfm/litro","17,5 kgfm",4,1440 mm,177 mm,1500 mm,1500 mm,500 kg,4750 mm,2659 mm,1785 mm,1302 kg,304 litros,60 litros,137 mm,Disco ventilado,Disco sólido,Hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,"Indep., braços sobrepostos",,,,,,,,,,,,,1650 kg,500 cm³,1998 cm³,500 kg,Correia dentada,,,,,,,678 km,450 km,"11,3 km/l","7,5 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
