marca,modelo,modelo_slug,versao,versao_slug,url,coletado_em,titulo_pagina,geral__aceleracao_0100_kmh,geral__velocidade_maxima,geral__acoplamento,geral__cambio,geral__marchas,geral__tracao,geral__alimentacao,geral__aspiracao,geral__cilindrada,geral__cilindros,geral__codigo_do_motor,geral__comando_de_valvulas,geral__curso_do_pistao,geral__diametro_do_cilindro,geral__disposicao,geral__instalacao,geral__pesopotencia,geral__pesotorque,geral__potencia_especifica,geral__potencia_maxima,geral__razao_de_compressao,geral__regime_potencia_max,geral__regime_torque_max,geral__torque_especifico,geral__torque_maximo,geral__valvulas_por_cilindro,geral__altura,geral__altura_minima_do_solo,geral__bitola_dianteira,geral__bitola_traseira,geral__carga_util,geral__comprimento,geral__distancia_entreeixos,geral__largura,geral__peso,geral__portamalas,geral__tanque_de_combustivel,geral__altura_do_flanco,geral__dianteiros,geral__traseiros,geral__assistencia,geral__diametro_de_giro,geral__dianteira,geral__elemento_elastico,geral__traseira,geral__rodoviaria_d,geral__urbana_d,geral__rodoviario_d,geral__urbano_d,geral__quantidade_de_marchas,geral__diametro_minimo_de_giro,geral__potencia,geral__rotacao_potencia_max,geral__rotacao_torque_max,geral__torque,geral__curso_dos_pistoes,geral__diametro_dos_cilindros,geral__reboque_com_freio,geral__cilindrada_unitaria,geral__deslocamento,geral__reboque_sem_freio,geral__acionam_do_comando,geral__viscosidade_do_oleo,geral__variacao_do_comando,geral__area_frontal_a,geral__area_frontal_corrigida,geral__coef_de_arrasto_cx,geral__coeficiente_de_arrasto_cx,geral__rodoviaria_g,geral__urbana_g,geral__rodoviario_g,geral__urbano_g,geral__codigo_do_cambio,geral__estepe,geral__tuchos,geral__portamalas_5_lugares,geral__portamalas_7_lugares,geral__portamalas_com_5_lugares,geral__portamalas_com_7_lugares,geral__portamalas_8_lugares,geral__potencia_maxima_a,geral__potencia_maxima_g,geral__torque_maximo_a,geral__torque_maximo_g,geral__rodoviaria_a,geral__urbana_a,geral__rodoviario_a,geral__urbano_a,geral__rotacao_maxima,geral__potencia_a,geral__potencia_g,geral__torque_a,geral__torque_g,geral__autonomia,geral__capacidade_da_bateria,geral__potencia_combinada,geral__potencia_de_recarga,geral__torque_combinado,geral__pesopotencia_sistema,geral__pesotorque_sistema,geral__angulo_central,geral__angulo_de_entrada,geral__angulo_de_saida,geral__veloc_max_modo_elet,geral__rodoviaria,geral__urbana,geral__rodoviario,geral__urbano
kia,Sportage,sportage,sportage-lx-2-0-at-2006,sportage-lx-2-0-at-2006,https://www.fichacompleta.com.br/carros/kia/sportage-lx-2-0-at-2006,2026-06-18T12:29:39.386444,Kia Sportage LX 2.0 AT 2006,"14,5 s",177 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1975 cm³,4 em linha,Beta,"Duplo no cabeçote, correia dentada","93,5 mm",82 mm,Transversal,Dianteiro,"11,5 kg/cv","87,0 kg/kgfm","71,9 cv/litro",142 cv a 6000 rpm,"10,1:1",,,"9,5 kgfm/litro","18,8 kgfm a 4500 rpm",4,1695 mm,202 mm,1540 mm,1540 mm,505 kg,4350 mm,2630 mm,1800 mm,1635 kg,667 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",,,,,4,"10,8 m",,,,,,,,,,,,,Admissão,,,,,592 km,516 km,"10,2 km/l","8,9 km/l",,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"18,9 graus",30 graus,"28,1 graus",,,,,
kia,Sportage,sportage,sportage-ex-2-7-v6-4x4-at-2007,sportage-ex-2-7-v6-4x4-at-2007,https://www.fichacompleta.com.br/carros/kia/sportage-ex-2-7-v6-4x4-at-2007,2026-06-18T12:29:43.283461,Kia Sportage EX 2.7 V6 4x4 AT 2007,"13,3 s",180 km/h,Conversor de torque,Automático,4,Integral sob demanda,Injeção multiponto,Natural,2656 cm³,6 em V,Delta,Duplo no cabeçote,75 mm,"86,7 mm",Transversal,Dianteiro,"10,0 kg/cv","70,9 kg/kgfm","65,9 cv/litro",175 cv,10:1,,,"9,3 kgfm/litro","24,6 kgfm",4,1695 mm,202 mm,1540 mm,1540 mm,427 kg,4350 mm,2630 mm,1800 mm,1743 kg,667 litros,65 litros,141 mm,Disco ventilado,Disco sólido,Hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,4,"10,8 m",,6000 rpm,4000 rpm,,,,,,,,,,,,,,,631 km,449 km,"9,7 km/l","6,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,8 graus","29,4 graus","28,5 graus",,,,,
kia,Sportage,sportage,sportage-lx-2-0-2007,sportage-lx-2-0-2007,https://www.fichacompleta.com.br/carros/kia/sportage-lx-2-0-2007,2026-06-18T12:29:47.960686,Kia Sportage LX 2.0 2007,13 s,182 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,,4 em linha,Beta,Duplo no cabeçote,"93,5 mm",82 mm,Transversal,Dianteiro,"11,42 kg/cv","86,2 kg/kgfm","71,9 cv/litro",142 cv,"10,1:1",6000 rpm,4500 rpm,"9,5 kgfm/litro","18,8 kgfm",4,1695 mm,202 mm,1540 mm,1540 mm,519 kg,4350 mm,2630 mm,1800 mm,1621 kg,667 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,,,,,,,,494 cm³,1975 cm³,,Correia dentada,,Admissão,"2,59 m²","1,036 m²","0,4",,638 km,522 km,11 km/l,9 km/l,,215/65 R16,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"18,9 graus",30 graus,"28,1 graus",,,,,
kia,Sportage,sportage,sportage-lx-2-0-at-2007,sportage-lx-2-0-at-2007,https://www.fichacompleta.com.br/carros/kia/sportage-lx-2-0-at-2007,2026-06-18T12:29:52.250423,Kia Sportage LX 2.0 AT 2007,"14,5 s",177 km/h,,Automático,,Dianteira,Injeção multiponto,Natural,1975 cm³,4 em linha,Beta,"Duplo no cabeçote, correia dentada",,,Transversal,Dianteiro,"11,5 kg/cv","87,0 kg/kgfm","71,9 cv/litro",142 cv a 6000 rpm,"10,1:1",,,"9,5 kgfm/litro","18,8 kgfm a 4500 rpm",4,1695 mm,,1540 mm,1540 mm,505 kg,4350 mm,2630 mm,1800 mm,1635 kg,667 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",,,,,4,"10,8 m",,,,,"93,5 mm",82 mm,,,,,,,Admissão,,,,,592 km,516 km,"10,2 km/l","8,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 graus,"28,1 graus",,,,,
kia,Sportage,sportage,sportage-ex-2-0-at-2008,sportage-ex-2-0-at-2008,https://www.fichacompleta.com.br/carros/kia/sportage-ex-2-0-at-2008,2026-06-18T12:29:56.518246,Kia Sportage EX 2.0 AT 2008,"14,5 s",177 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1975 cm³,4 em linha,Beta,"Duplo no cabeçote, correia dentada",,,Transversal,Dianteiro,"11,5 kg/cv","87,0 kg/kgfm","71,9 cv/litro",142 cv a 6000 rpm,"10,1:1",,,"9,5 kgfm/litro","18,8 kgfm a 4500 rpm",4,1695 mm,202 mm,1540 mm,1540 mm,505 kg,4350 mm,2630 mm,1800 mm,1635 kg,667 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",,,,,4,"10,8 m",,,,,"93,5 mm",82 mm,,,,,,,Admissão,,,,,592 km,516 km,"10,2 km/l","8,9 km/l",,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"18,9 graus",30 graus,"28,1 graus",,,,,
kia,Sportage,sportage,sportage-ex-2-7-v6-4x4-at-2008,sportage-ex-2-7-v6-4x4-at-2008,https://www.fichacompleta.com.br/carros/kia/sportage-ex-2-7-v6-4x4-at-2008,2026-06-18T12:29:59.083471,Kia Sportage EX 2.7 V6 4x4 AT 2008,"13,3 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção multiponto,Natural,2656 cm³,6 em V,Delta,Duplo no cabeçote,,,Transversal,Dianteiro,"10,0 kg/cv","70,9 kg/kgfm","65,9 cv/litro",175 cv a 6000 rpm,10:1,,,"9,3 kgfm/litro","24,6 kgfm a 4000 rpm",4,1695 mm,202 mm,1540 mm,1540 mm,427 kg,4350 mm,2630 mm,1800 mm,1743 kg,667 litros,65 litros,141 mm,Disco ventilado,Disco sólido,Hidráulica,,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",,,,,4,"10,8 m",,,,,75 mm,"86,7 mm",,,,,,,,,,,,631 km,449 km,"9,7 km/l","6,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,8 graus","29,4 graus","28,5 graus",,,,,
kia,Sportage,sportage,sportage-lx-2-0-2008,sportage-lx-2-0-2008,https://www.fichacompleta.com.br/carros/kia/sportage-lx-2-0-2008,2026-06-18T12:30:03.630682,Kia Sportage LX 2.0 2008,13 s,182 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1975 cm³,4 em linha,Beta,Duplo no cabeçote,"93,5 mm",82 mm,Transversal,Dianteiro,"11,4 kg/cv","86,2 kg/kgfm","71,9 cv/litro",142 cv,"10,1:1",,,"9,5 kgfm/litro","18,8 kgfm",4,1695 mm,202 mm,1540 mm,1540 mm,519 kg,4350 mm,2630 mm,1800 mm,1621 kg,667 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,5,"10,8 m",,6000 rpm,4500 rpm,,,,,,,,Correia dentada,,Admissão,,,,,638 km,522 km,11 km/l,9 km/l,,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"18,9 graus",30 graus,"28,1 graus",,,,,
kia,Sportage,sportage,sportage-lx-2-0-at-2008,sportage-lx-2-0-at-2008,https://www.fichacompleta.com.br/carros/kia/sportage-lx-2-0-at-2008,2026-06-18T12:30:06.927002,Kia Sportage LX 2.0 AT 2008,"14,5 s",177 km/h,Conversor de torque,Automático,4,Dianteira,Injeção multiponto,Natural,1975 cm³,4 em linha,Beta,Duplo no cabeçote,"93,5 mm",82 mm,Transversal,Dianteiro,"11,5 kg/cv","87,0 kg/kgfm","71,9 cv/litro",142 cv,"10,1:1",,,"9,5 kgfm/litro","18,8 kgfm",4,1695 mm,202 mm,1540 mm,1540 mm,505 kg,4350 mm,2630 mm,1800 mm,1635 kg,667 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,4,"10,8 m",,6000 rpm,4500 rpm,,,,,,,,Correia dentada,,Admissão,,,,,592 km,516 km,"10,2 km/l","8,9 km/l",,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"18,9 graus",30 graus,"28,1 graus",,,,,
kia,Sportage,sportage,sportage-ex-2-0-2009,sportage-ex-2-0-2009,https://www.fichacompleta.com.br/carros/kia/sportage-ex-2-0-2009,2026-06-18T12:30:11.514046,Kia Sportage EX 2.0 2009,13 s,182 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1975 cm³,4 em linha,Beta,Duplo no cabeçote,"93,5 mm",82 mm,Transversal,Dianteiro,"11,4 kg/cv","86,2 kg/kgfm","71,9 cv/litro",,"10,1:1",,,"9,5 kgfm/litro",,4,1695 mm,202 mm,1540 mm,1540 mm,519 kg,4350 mm,2630 mm,1800 mm,1621 kg,667 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,142 cv,6000 rpm,4500 rpm,"18,8 kgfm",,,,,,,Correia dentada,,Admissão,,,,,638 km,522 km,11 km/l,9 km/l,,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"18,9 graus",30 graus,"28,1 graus",,,,,
kia,Sportage,sportage,sportage-ex-2-0-at-2009,sportage-ex-2-0-at-2009,https://www.fichacompleta.com.br/carros/kia/sportage-ex-2-0-at-2009,2026-06-18T12:30:15.389947,Kia Sportage EX 2.0 AT 2009,"14,5 s",177 km/h,Conversor de torque,Automático,4,Dianteira,Injeção multiponto,Natural,1975 cm³,4 em linha,Beta,Duplo no cabeçote,"93,5 mm",82 mm,Transversal,Dianteiro,"11,5 kg/cv","87,0 kg/kgfm","71,9 cv/litro",142 cv,"10,1:1",6000 rpm,4500 rpm,"9,5 kgfm/litro","18,8 kgfm",4,1695 mm,202 mm,1540 mm,1540 mm,505 kg,4350 mm,2630 mm,1800 mm,1635 kg,667 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,,,,,,,,,,,Correia dentada,,Admissão,,,,,592 km,516 km,"10,2 km/l","8,9 km/l",,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"18,9 graus",30 graus,"28,1 graus",,,,,
kia,Sportage,sportage,sportage-ex-2-7-v6-4x4-at-2009,sportage-ex-2-7-v6-4x4-at-2009,https://www.fichacompleta.com.br/carros/kia/sportage-ex-2-7-v6-4x4-at-2009,2026-06-18T12:30:19.616658,Kia Sportage EX 2.7 V6 4x4 AT 2009,"13,3 s",180 km/h,,Automático,,Integral sob demanda,Injeção multiponto,Natural,2656 cm³,6 em V,Delta,Duplo no cabeçote,,,Transversal,Dianteiro,"10,0 kg/cv","70,9 kg/kgfm","65,9 cv/litro",175 cv a 6000 rpm,10:1,,,"9,3 kgfm/litro","24,6 kgfm a 4000 rpm",4,1695 mm,,1540 mm,1540 mm,427 kg,4350 mm,2630 mm,1800 mm,1743 kg,667 litros,65 litros,141 mm,Disco ventilado,Disco sólido,Hidráulica,,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",,,,,4,"10,8 m",,,,,75 mm,"86,7 mm",,,,,,,,,,,,631 km,449 km,"9,7 km/l","6,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,4 graus","28,5 graus",,,,,
kia,Sportage,sportage,sportage-lx-2-0-2009,sportage-lx-2-0-2009,https://www.fichacompleta.com.br/carros/kia/sportage-lx-2-0-2009,2026-06-18T12:30:23.733387,Kia Sportage LX 2.0 2009,13 s,182 km/h,Embreagem monodisco a seco,Manual,5,Dianteira,Injeção multiponto,Natural,1975 cm³,4 em linha,Beta,Duplo no cabeçote,"93,5 mm",82 mm,Transversal,Dianteiro,"11,4 kg/cv","86,2 kg/kgfm","71,9 cv/litro",142 cv,"10,1:1",6000 rpm,4500 rpm,"9,5 kgfm/litro","18,8 kgfm",4,1695 mm,202 mm,1540 mm,1540 mm,519 kg,4350 mm,2630 mm,1800 mm,1621 kg,667 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,,,,,,,,,,,Correia dentada,,Admissão,,,,,638 km,522 km,11 km/l,9 km/l,,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"18,9 graus",30 graus,"28,1 graus",,,,,
kia,Sportage,sportage,sportage-lx-2-0-4x4-2009,sportage-lx-2-0-4x4-2009,https://www.fichacompleta.com.br/carros/kia/sportage-lx-2-0-4x4-2009,2026-06-18T12:30:26.452168,Kia Sportage LX 2.0 4x4 2009,"13,5 s",180 km/h,Embreagem monodisco a seco,Manual,5,Integral sob demanda,Injeção multiponto,Natural,1975 cm³,4 em linha,Beta,Duplo no cabeçote,"93,5 mm",82 mm,Transversal,Dianteiro,"11,5 kg/cv","87,2 kg/kgfm","71,9 cv/litro",142 cv,"10,1:1",6000 rpm,4500 rpm,"9,5 kgfm/litro","18,8 kgfm",4,1695 mm,202 mm,1540 mm,1540 mm,500 kg,4350 mm,2630 mm,1800 mm,1640 kg,667 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,,,,,,,,,,,Correia dentada,,Admissão,,,,,609 km,493 km,"10,5 km/l","8,5 km/l",,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"18,9 graus",30 graus,"28,1 graus",,,,,
kia,Sportage,sportage,sportage-ex-2-0-2010,sportage-ex-2-0-2010,https://www.fichacompleta.com.br/carros/kia/sportage-ex-2-0-2010,2026-06-18T12:30:29.277069,Kia Sportage EX 2.0 2010,13 s,182 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1975 cm³,4 em linha,Beta,"Duplo no cabeçote, correia dentada","93,5 mm",82 mm,Transversal,Dianteiro,"11,4 kg/cv","86,2 kg/kgfm","71,9 cv/litro",142 cv a 6000 rpm,"10,1:1",,,"9,5 kgfm/litro","18,8 kgfm a 4500 rpm",4,1695 mm,202 mm,1540 mm,1540 mm,519 kg,4350 mm,2630 mm,1800 mm,1621 kg,667 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",,,,,5,"10,8 m",,,,,,,,,,,,,Admissão,,,,,638 km,522 km,11 km/l,9 km/l,,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"18,9 graus",30 graus,"28,1 graus",,,,,
kia,Sportage,sportage,sportage-ex-2-0-at-2010,sportage-ex-2-0-at-2010,https://www.fichacompleta.com.br/carros/kia/sportage-ex-2-0-at-2010,2026-06-18T12:30:33.125842,Kia Sportage EX 2.0 AT 2010,"14,5 s",177 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1975 cm³,4 em linha,Beta,"Duplo no cabeçote, correia dentada","93,5 mm",82 mm,Transversal,Dianteiro,"11,5 kg/cv","87,0 kg/kgfm","71,9 cv/litro",142 cv a 6000 rpm,"10,1:1",,,"9,5 kgfm/litro","18,8 kgfm a 4500 rpm",4,1695 mm,202 mm,1540 mm,1540 mm,505 kg,4350 mm,2630 mm,1800 mm,1635 kg,667 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",,,,,4,"10,8 m",,,,,,,,,,,,,Admissão,,,,,592 km,516 km,"10,2 km/l","8,9 km/l",,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"18,9 graus",30 graus,"28,1 graus",,,,,
kia,Sportage,sportage,sportage-ex-2-7-v6-4x4-at-2010,sportage-ex-2-7-v6-4x4-at-2010,https://www.fichacompleta.com.br/carros/kia/sportage-ex-2-7-v6-4x4-at-2010,2026-06-18T12:30:36.144143,Kia Sportage EX 2.7 V6 4x4 AT 2010,"13,3 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção multiponto,Natural,2656 cm³,6 em V,Delta,Duplo no cabeçote,75 mm,"86,7 mm",Transversal,Dianteiro,"10,0 kg/cv","70,9 kg/kgfm","65,9 cv/litro",175 cv a 6000 rpm,10:1,,,"9,3 kgfm/litro","24,6 kgfm a 4000 rpm",4,1695 mm,202 mm,1540 mm,1540 mm,427 kg,4350 mm,2630 mm,1800 mm,1743 kg,667 litros,65 litros,141 mm,Disco ventilado,Disco sólido,Hidráulica,,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",,,,,4,"10,8 m",,,,,,,,,,,,,,,,,,631 km,449 km,"9,7 km/l","6,9 km/l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,8 graus","29,4 graus","28,5 graus",,,,,
kia,Sportage,sportage,sportage-lx-2-0-2010,sportage-lx-2-0-2010,https://www.fichacompleta.com.br/carros/kia/sportage-lx-2-0-2010,2026-06-18T12:30:40.471487,Kia Sportage LX 2.0 2010,13 s,182 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1975 cm³,4 em linha,Beta,"Duplo no cabeçote, correia dentada","93,5 mm",82 mm,Transversal,Dianteiro,"11,4 kg/cv","86,2 kg/kgfm","71,9 cv/litro",142 cv a 6000 rpm,"10,1:1",,,"9,5 kgfm/litro","18,8 kgfm a 4500 rpm",4,1695 mm,202 mm,1540 mm,1540 mm,519 kg,4350 mm,2630 mm,1800 mm,1621 kg,667 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",,,,,5,"10,8 m",,,,,,,,,,,,,Admissão,,,,,638 km,522 km,11 km/l,9 km/l,,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"18,9 graus",30 graus,"28,1 graus",,,,,
kia,Sportage,sportage,sportage-lx-2-0-4x4-2010,sportage-lx-2-0-4x4-2010,https://www.fichacompleta.com.br/carros/kia/sportage-lx-2-0-4x4-2010,2026-06-18T12:30:44.464644,Kia Sportage LX 2.0 4x4 2010,"13,5 s",180 km/h,Embreagem monodisco a seco,Manual,5,Integral sob demanda,Injeção multiponto,Natural,1975 cm³,4 em linha,Beta,Duplo no cabeçote,"93,5 mm",82 mm,Transversal,Dianteiro,"11,5 kg/cv","87,2 kg/kgfm","71,9 cv/litro",,"10,1:1",,,"9,5 kgfm/litro",,4,1695 mm,202 mm,1540 mm,1540 mm,500 kg,4350 mm,2630 mm,1800 mm,1640 kg,667 litros,58 litros,140 mm,Disco ventilado,Tambor,Hidráulica,"10,8 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,,,142 cv,6000 rpm,4500 rpm,"18,8 kgfm",,,,,,,Correia dentada,,Admissão,,,,,609 km,493 km,"10,5 km/l","8,5 km/l",,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"18,9 graus",30 graus,"28,1 graus",,,,,
kia,Sportage,sportage,sportage-ex-2-0-4x4-at-2011,sportage-ex-2-0-4x4-at-2011,https://www.fichacompleta.com.br/carros/kia/sportage-ex-2-0-4x4-at-2011,2026-06-18T12:30:48.204838,Kia Sportage EX 2.0 4x4 AT 2011,"11,2 s",180 km/h,Conversor de torque,Automático,6,Integral sob demanda,Injeção multiponto,Natural,1998 cm³,4 em linha,Theta,Duplo no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"9,5 kg/cv","78,4 kg/kgfm","83,1 cv/litro",166 cv,"10,5:1",,,"10,1 kgfm/litro","20,1 kgfm",4,1645 mm,172 mm,1618 mm,1601 mm,450 kg,4440 mm,2640 mm,1855 mm,1576 kg,465 litros,58 litros,129 mm,Disco ventilado,Disco sólido,Hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,6,"10,6 m",,6200 rpm,4600 rpm,,,,,,,,Corrente,,Admissão,"2,59 m²","0,907 m²","0,35","0,35",650 km,516 km,"11,2 km/l","8,9 km/l",,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"17,7 graus","28,1 graus","28,2 graus",,,,,
kia,Sportage,sportage,sportage-ex-2-0-at-2011,sportage-ex-2-0-at-2011,https://www.fichacompleta.com.br/carros/kia/sportage-ex-2-0-at-2011,2026-06-18T12:30:53.032673,Kia Sportage EX 2.0 AT 2011,"12,1 s",184 km/h,Conversor de torque,Automático,,Dianteira,Injeção multiponto,Natural,1998 cm³,4 em linha,Theta,"Duplo no cabeçote, corrente",86 mm,86 mm,Transversal,Dianteiro,"9,0 kg/cv","74,6 kg/kgfm","83,1 cv/litro",166 cv a 6200 rpm,"10,5:1",,,"10,1 kgfm/litro","20,1 kgfm a 4600 rpm",4,1645 mm,172 mm,1572 mm,1574 mm,,4445 mm,2640 mm,1855 mm,1500 kg,564 litros,55 litros,129 mm,Disco ventilado,Disco sólido,Hidráulica,,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",,,,,6,"10,6 m",,,,,,,,,,,,,Admissão,"2,59 m²","0,907 m²",,"0,35",633 km,451 km,"11,5 km/l","8,2 km/l",,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"17,7 graus","28,1 graus","28,2 graus",,,,,
kia,Sportage,sportage,sportage-lx-2-0-2011,sportage-lx-2-0-2011,https://www.fichacompleta.com.br/carros/kia/sportage-lx-2-0-2011,2026-06-18T12:30:56.894211,Kia Sportage LX 2.0 2011,"11,8 s",185 km/h,Embreagem monodisco a seco,Manual,,Dianteira,Injeção multiponto,Natural,1998 cm³,4 em linha,Theta,"Duplo no cabeçote, corrente",86 mm,86 mm,Transversal,Dianteiro,"8,4 kg/cv","69,6 kg/kgfm","83,1 cv/litro",166 cv a 6200 rpm,"10,5:1",,,"10,1 kgfm/litro","20,1 kgfm a 4600 rpm",4,1645 mm,172 mm,1572 mm,1574 mm,,4445 mm,2640 mm,1855 mm,1399 kg,564 litros,55 litros,151 mm,Disco ventilado,Tambor,Hidráulica,,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",,,,,5,"10,6 m",,,,,,,,,,,,,Admissão,"2,59 m²","0,907 m²",,"0,35",638 km,468 km,"11,6 km/l","8,5 km/l",,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"17,7 graus","28,1 graus","28,2 graus",,,,,
kia,Sportage,sportage,sportage-lx-2-0-at-2011,sportage-lx-2-0-at-2011,https://www.fichacompleta.com.br/carros/kia/sportage-lx-2-0-at-2011,2026-06-18T12:31:00.602358,Kia Sportage LX 2.0 AT 2011,"12,1 s",184 km/h,Conversor de torque,Automático,6,Dianteira,Injeção multiponto,Natural,1998 cm³,4 em linha,Theta,Duplo no cabeçote,86 mm,86 mm,Transversal,Dianteiro,"9,0 kg/cv","74,6 kg/kgfm","83,1 cv/litro",166 cv,"10,5:1",,,"10,1 kgfm/litro","20,1 kgfm",4,1645 mm,172 mm,1572 mm,1574 mm,,4445 mm,2640 mm,1855 mm,1500 kg,564 litros,55 litros,151 mm,Disco ventilado,Tambor,Hidráulica,"10,6 m","Indep., McPherson",Mola helicoidal,"Indep., multibraço",,,,,6,"10,6 m",,6200 rpm,4600 rpm,,,,,,,,Corrente,,Admissão,"2,59 m²","0,907 m²","0,35","0,35",633 km,451 km,"11,5 km/l","8,2 km/l",,,Mecânicos,,,,,,,,,,,,,,,,,,,,,,,,,,"17,7 graus","28,1 graus","28,2 graus",,,,,
kia,Sportage,sportage,sportage-ex-2-0-4x4-at-2012,sportage-ex-2-0-4x4-at-2012,https://www.fichacompleta.com.br/carros/kia/sportage-ex-2-0-4x4-at-2012,2026-06-18T12:31:03.905798,Kia Sportage EX 2.0 4x4 AT 2012,"12,3 s",180 km/h,Conversor de torque,Automático,,Integral sob demanda,Injeção multiponto,Natural,1999 cm³,4 em linha,Nu,"Duplo no cabeçote, corrente",97 mm,81 mm,Transversal,Dianteiro,"8,0 kg/cv","66,2 kg/kgfm","89,0 cv/litro",178 cv (A) 169 cv (G) a 6200 rpm,"12,5:1",,,"10,7 kgfm/litro","21,4 kgfm (A) 20 kgfm (G) a 4700 rpm",4,1645 mm,172 mm,1572 mm,1574 mm,563 kg,4445 mm,2640 mm,1855 mm,1417 kg,564 litros,58 litros,129 mm,Disco ventilado,Disco sólido,Elétrica,,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",,,,,6,"9,8 m",,,,,,,,,,,,,Admissão e escape,"2,59 m²","0,907 m²",,"0,35",638 km,505 km,11 km/l,"8,7 km/l",,,Hidráulicos,,,,,,,,,,418 km,336 km,"7,2 km/l","5,8 km/l",6500 rpm,,,,,,,,,,,,"17,7 graus","28,1 graus","28,2 graus",,,,,
